Event,Division,Date,Time,Field #,Field,Stage,Game Detail,Team,Opponent,Goals,Offence Time,Offence Goals,TOs,Spirit TOs,Rules,Fouls,Fair,Att,Comm,Total
2018-WUCC,A-W,2018-07-17,17:00,22,Normal,Group,Pool K,USA Molly Brown Ultimate,COL Revolution,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-17,17:00,23,Normal,Group,Pool L,CAN Goat,AUS Colony,,,,,,3,3,3,3,3,15
2018-WUCC,A-M,2018-07-17,17:00,23,Normal,Group,Pool L,AUS Colony,CAN Goat,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-17,17:00,24,Normal,Crossover,Crossover 4v5,ESP Disctèrics,COL Macondo,,,,,,1,2,2,2,2,9
2018-WUCC,A-X,2018-07-17,17:00,24,Normal,Crossover,Crossover 4v5,COL Macondo,ESP Disctèrics,,,,,,2,2,2,2,1,9
2018-WUCC,A-X,2018-07-17,17:00,25,Normal,Crossover,Crossover 4v5,MEX Cóndor Ultimate,COL Urosoul,,,,,,1,2,0,0,0,3
2018-WUCC,A-X,2018-07-17,17:00,25,Normal,Crossover,Crossover 4v5,COL Urosoul,MEX Cóndor Ultimate,,,,,,1,1,1,1,0,4
2018-WUCC,A-W,2018-07-17,17:00,7,Normal,Group,Pool K,JPN MUD,SUI ZUF,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,17:00,7,Normal,Group,Pool K,SUI ZUF,JPN MUD,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,17:00,8,Normal,Group,Pool L,JPN HUCK,USA Atlanta Ozone,,,,,,2,2,3,2,3,12
2018-WUCC,A-W,2018-07-17,17:00,8,Normal,Group,Pool L,USA Atlanta Ozone,JPN HUCK,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-17,17:00,9,Normal,Group,Pool L,ITA CUSB SHOUT,COL AeroSoul,,,,,,2,1,0,2,1,6
2018-WUCC,A-W,2018-07-17,17:00,9,Normal,Group,Pool L,COL AeroSoul,ITA CUSB SHOUT,,,,,,2,1,1,2,1,7
2018-WUCC,A-M,2018-07-18,09:00,11,Normal,Crossover,Crossovers,SUI Flying Angels Bern,COL Euforia,,,,,,1,2,2,3,2,10
2018-WUCC,A-M,2018-07-18,09:00,11,Normal,Crossover,Crossovers,COL Euforia,SUI Flying Angels Bern,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-18,09:00,13,Normal,Crossover,Crossovers,AUS Juggernaut,NZL Wildcats,,,,,,1,2,0,2,1,6
2018-WUCC,A-M,2018-07-18,09:00,13,Normal,Crossover,Crossovers,NZL Wildcats,AUS Juggernaut,,,,,,2,2,4,2,3,13
2018-WUCC,A-M,2018-07-18,09:00,16,Normal,Group,Pool Q,MEX Fenix Ultimate,AUT thebigEZ,,,,,,2,2,1,2,2,9
2018-WUCC,A-M,2018-07-18,09:00,16,Normal,Group,Pool Q,AUT thebigEZ,MEX Fenix Ultimate,,,,,,1,2,3,3,2,11
2018-WUCC,A-M,2018-07-18,09:00,17,Normal,Crossover,Crossovers,GBR Chevron Action Flash,AUS Hot Chilly,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-18,09:00,17,Normal,Crossover,Crossovers,AUS Hot Chilly,GBR Chevron Action Flash,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-18,09:00,19,Normal,Group,Pool Q,TPE Daione Kumay,SWE KFUM Örebro Frisbee,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-18,09:00,19,Normal,Group,Pool Q,SWE KFUM Örebro Frisbee,TPE Daione Kumay,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-18,09:00,21,Normal,Crossover,Crossovers,JPN Swampybarg,JPN UNO,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,09:00,21,Normal,Crossover,Crossovers,JPN UNO,JPN Swampybarg,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,09:00,22,Normal,Crossover,Crossovers,CAN Fusion,GBR Iceni,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,09:00,22,Normal,Crossover,Crossovers,GBR Iceni,CAN Fusion,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,09:00,24,Normal,Crossover,Crossovers,CAN Iris,FRA YAKA,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,09:00,24,Normal,Crossover,Crossovers,FRA YAKA,CAN Iris,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,09:00,27,Normal,Crossover,Crossovers,SUI FABulous,RUS Brilliance,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-18,09:00,27,Normal,Crossover,Crossovers,RUS Brilliance,SUI FABulous,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,09:00,3,Normal,Group,Pool Q,SGP Rampage,MEX Malafama,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,09:00,3,Normal,Group,Pool Q,MEX Malafama,SGP Rampage,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-18,09:00,5,Normal,Group,Pool Q,SGP HAVOC,CHN Sirens,,,,,,2,2,2,2,3,11
2018-WUCC,A-W,2018-07-18,09:00,5,Normal,Group,Pool Q,CHN Sirens,SGP HAVOC,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-18,09:00,9,Normal,Crossover,Crossovers,DOM Relámpagos,JPN Nomadic Tribe,,,,,,2,2,3,4,4,15
2018-WUCC,A-M,2018-07-18,09:00,9,Normal,Crossover,Crossovers,JPN Nomadic Tribe,DOM Relámpagos,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-18,11:00,1,Normal,Group,Pool R,IRL PELT Ultimate,FRA IZNOGOOD,,,,,,1,2,2,1,2,8
2018-WUCC,A-M,2018-07-18,11:00,1,Normal,Group,Pool R,FRA IZNOGOOD,IRL PELT Ultimate,,,,,,1,2,2,3,2,10
2018-WUCC,A-X,2018-07-18,11:00,10,Normal,Playoff,Playoff (33-48),RSA UCT Flying Tigers,NZL Black Sheep,,,,,,2,2,3,4,2,13
2018-WUCC,A-X,2018-07-18,11:00,10,Normal,Playoff,Playoff (33-48),NZL Black Sheep,RSA UCT Flying Tigers,,,,,,1,2,2,1,3,9
2018-WUCC,A-X,2018-07-18,11:00,11,Normal,Playoff,Playoff (33-48),SUI Panthers Bern,HKG Hong Kong NEON,,,,,,2,3,3,3,2,13
2018-WUCC,A-X,2018-07-18,11:00,11,Normal,Playoff,Playoff (33-48),HKG Hong Kong NEON,SUI Panthers Bern,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-18,11:00,12,Normal,Playoff,Playoff (33-48),SUI Wizards,KEN Kisumu Frisbee Club,,,,,,0,1,2,2,1,6
2018-WUCC,A-X,2018-07-18,11:00,12,Normal,Playoff,Playoff (33-48),KEN Kisumu Frisbee Club,SUI Wizards,,,,,,2,2,1,1,1,7
2018-WUCC,A-X,2018-07-18,11:00,13,Normal,Playoff,Playoff (1-32),FRA Sesquidistus,USA BFG,,,,,,1,2,2,3,3,11
2018-WUCC,A-X,2018-07-18,11:00,13,Normal,Playoff,Playoff (1-32),USA BFG,FRA Sesquidistus,,,,,,2,3,2,3,3,13
2018-WUCC,A-M,2018-07-18,11:00,14,Normal,Crossover,Crossovers,VEN Warao Ultimate Club,COL Comunidad El Oso,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-18,11:00,14,Normal,Crossover,Crossovers,COL Comunidad El Oso,VEN Warao Ultimate Club,,,,,,2,1,1,1,2,7
2018-WUCC,A-X,2018-07-18,11:00,15,Normal,Playoff,Playoff (1-32),RUS RusMixed,CAN Anchor,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-18,11:00,15,Normal,Playoff,Playoff (1-32),CAN Anchor,RUS RusMixed,,,,,,2,3,2,2,3,12
2018-WUCC,A-M,2018-07-18,11:00,16,Normal,Crossover,Crossovers,SUI Freespeed,IRL Ranelagh,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-18,11:00,16,Normal,Crossover,Crossovers,IRL Ranelagh,SUI Freespeed,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-18,11:00,17,Normal,Crossover,Crossovers,AUT FWD>>,FRA TCHAC,,,,,,3,2,3,3,3,14
2018-WUCC,A-M,2018-07-18,11:00,17,Normal,Crossover,Crossovers,FRA TCHAC,AUT FWD>>,,,,,,2,3,3,3,3,14
2018-WUCC,A-M,2018-07-18,11:00,2,Normal,Group,Pool R,RSA Long Donkeys,RUS Sokol,,,,,,2,2,2,2,3,11
2018-WUCC,A-M,2018-07-18,11:00,2,Normal,Group,Pool R,RUS Sokol,RSA Long Donkeys,,,,,,1,2,2,3,3,11
2018-WUCC,A-M,2018-07-18,11:00,20,Normal,Crossover,Crossovers,DEN Ragnarok,GBR Clapham Ultimate,,,,,,2,3,2,2,2,11
2018-WUCC,A-M,2018-07-18,11:00,20,Normal,Crossover,Crossovers,GBR Clapham Ultimate,DEN Ragnarok,,,,,,1,2,3,2,3,11
2018-WUCC,A-W,2018-07-18,11:00,21,Normal,Crossover,Crossovers,CAN Traffic,SUI ZUF,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,11:00,21,Normal,Crossover,Crossovers,SUI ZUF,CAN Traffic,,,,,,1,2,3,2,2,10
2018-WUCC,A-X,2018-07-18,11:00,22,Normal,Playoff,Playoff (1-32),NED GRUT,PHI Mulatto Pilipinas,,,,,,2,2,1,1,1,7
2018-WUCC,A-X,2018-07-18,11:00,22,Normal,Playoff,Playoff (1-32),PHI Mulatto Pilipinas,NED GRUT,,,,,,2,1,1,0,1,5
2018-WUCC,A-W,2018-07-18,11:00,24,Normal,Crossover,Crossovers,FIN Atletico,ITA CUSB SHOUT,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,11:00,24,Normal,Crossover,Crossovers,ITA CUSB SHOUT,FIN Atletico,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-18,11:00,26,Normal,Crossover,Crossovers,JPN MUD,AUT Mantis,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,11:00,26,Normal,Crossover,Crossovers,AUT Mantis,JPN MUD,,,,,,2,1,2,3,3,11
2018-WUCC,A-W,2018-07-18,11:00,27,Normal,Group,Pool R,SWE KFUM Örebro Frisbee,COL Bamboo,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,11:00,27,Normal,Group,Pool R,COL Bamboo,SWE KFUM Örebro Frisbee,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,11:00,28,Normal,Group,Pool R,POL Troubles,NZL ChCh Chicks,,,,,,2,2,3,4,2,13
2018-WUCC,A-W,2018-07-18,11:00,28,Normal,Group,Pool R,NZL ChCh Chicks,POL Troubles,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,11:00,29,Normal,Crossover,Crossovers,AUS Ellipsis,COL AeroSoul,,,,,,1,2,2,2,2,9
2018-WUCC,A-W,2018-07-18,11:00,29,Normal,Crossover,Crossovers,COL AeroSoul,AUS Ellipsis,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-18,11:00,3,Normal,Playoff,Playoff (1-32),SGP Chuckies,CAN Crash,,,,,,2,2,1,2,1,8
2018-WUCC,A-X,2018-07-18,11:00,3,Normal,Playoff,Playoff (1-32),CAN Crash,SGP Chuckies,,,,,,1,1,2,2,2,8
2018-WUCC,A-X,2018-07-18,11:00,4,Normal,Playoff,Playoff (1-32),NZL Marvellous DC,GBR Reading Ultimate,,,,,,2,2,3,4,3,14
2018-WUCC,A-X,2018-07-18,11:00,4,Normal,Playoff,Playoff (1-32),GBR Reading Ultimate,NZL Marvellous DC,,,,,,2,3,3,3,3,14
2018-WUCC,A-X,2018-07-18,11:00,6,Normal,Playoff,Playoff (1-32),AUS Vanguard,AUS Pie Wagon,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-18,11:00,6,Normal,Playoff,Playoff (1-32),AUS Pie Wagon,AUS Vanguard,,,,,,2,2,3,1,2,10
2018-WUCC,A-X,2018-07-18,11:00,7,Normal,Playoff,Playoff (1-32),JPN Shinshu Loose,USA Wild Card,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-18,11:00,7,Normal,Playoff,Playoff (1-32),USA Wild Card,JPN Shinshu Loose,,,,,,2,1,3,3,2,11
2018-WUCC,A-X,2018-07-18,11:00,8,Normal,Playoff,Playoff (1-32),COL Voltaje,GBR Glasgow Ultimate,,,,,,1,2,0,1,0,4
2018-WUCC,A-X,2018-07-18,11:00,8,Normal,Playoff,Playoff (1-32),GBR Glasgow Ultimate,COL Voltaje,,,,,,0,2,0,1,0,3
2018-WUCC,A-X,2018-07-18,11:00,9,Normal,Playoff,Playoff (33-48),IND Stall7,MEX Cóndor Ultimate,,,,,,1,2,2,2,3,10
2018-WUCC,A-X,2018-07-18,11:00,9,Normal,Playoff,Playoff (33-48),MEX Cóndor Ultimate,IND Stall7,,,,,,2,3,3,3,2,13
2018-WUCC,A-M,2018-07-18,13:00,1,Normal,Playoff,Playoff (25-40),SWE KFUM Örebro Frisbee,FIN OTSO,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-18,13:00,1,Normal,Playoff,Playoff (25-40),FIN OTSO,SWE KFUM Örebro Frisbee,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-18,13:00,10,Normal,Playoff,Playoff (1-32),ESP Mubidisk,GER Colorado,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-18,13:00,10,Normal,Playoff,Playoff (1-32),GER Colorado,ESP Mubidisk,,,,,,2,1,2,3,2,10
2018-WUCC,A-X,2018-07-18,13:00,11,Normal,Playoff,Playoff (1-32),CAN Banana Cutters,AUS Friskee,,,,,,2,0,2,1,1,6
2018-WUCC,A-X,2018-07-18,13:00,11,Normal,Playoff,Playoff (1-32),AUS Friskee,CAN Banana Cutters,,,,,,2,2,1,1,2,8
2018-WUCC,A-X,2018-07-18,13:00,12,Normal,Playoff,Playoff (1-32),CAN Battleship,JPN Cafe de Luida,,,,,,2,2,1,3,2,10
2018-WUCC,A-X,2018-07-18,13:00,12,Normal,Playoff,Playoff (1-32),JPN Cafe de Luida,CAN Battleship,,,,,,2,1,1,2,2,8
2018-WUCC,A-X,2018-07-18,13:00,13,Normal,Playoff,Playoff (1-32),GBR SMOG,USA Seattle Mixtape,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-18,13:00,13,Normal,Playoff,Playoff (1-32),USA Seattle Mixtape,GBR SMOG,,,,,,2,2,3,4,3,14
2018-WUCC,A-W,2018-07-18,13:00,14,Normal,Playoff,Playoff (1-16),JPN HUCK,RUS Brilliance,,,,,,1,1,0,0,2,4
2018-WUCC,A-W,2018-07-18,13:00,14,Normal,Playoff,Playoff (1-16),RUS Brilliance,JPN HUCK,,,,,,1,2,1,2,1,7
2018-WUCC,A-X,2018-07-18,13:00,15,Normal,Playoff,Playoff (1-32),JPN IKU,GBR Black Eagles,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-18,13:00,15,Normal,Playoff,Playoff (1-32),GBR Black Eagles,JPN IKU,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-18,13:00,16,Normal,Playoff,Playoff (1-16),GBR Chevron Action Flash,CAN Goat,,,,,,2,2,2,1,3,10
2018-WUCC,A-M,2018-07-18,13:00,16,Normal,Playoff,Playoff (1-16),CAN Goat,GBR Chevron Action Flash,,,,,,2,1,2,1,2,8
2018-WUCC,A-X,2018-07-18,13:00,17,Normal,Playoff,Playoff (1-32),GER Sugar Mix,GER Hässliche Erdferkel,,,,,,2,2,1,2,2,9
2018-WUCC,A-X,2018-07-18,13:00,17,Normal,Playoff,Playoff (1-32),GER Hässliche Erdferkel,GER Sugar Mix,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-18,13:00,19,Normal,Playoff,Playoff (1-16),COL Euforia,USA Ring of Fire,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-18,13:00,19,Normal,Playoff,Playoff (1-16),USA Ring of Fire,COL Euforia,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-18,13:00,2,Normal,Playoff,Playoff (25-40),TPE Daione Kumay,CHN Shanghai Chuchai,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-18,13:00,2,Normal,Playoff,Playoff (25-40),CHN Shanghai Chuchai,TPE Daione Kumay,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-18,13:00,20,Normal,Playoff,Playoff (1-16),NZL Wildcats,AUS Colony,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-18,13:00,20,Normal,Playoff,Playoff (1-16),AUS Colony,NZL Wildcats,,,,,,3,3,3,3,4,16
2018-WUCC,A-W,2018-07-18,13:00,21,Normal,Playoff,Playoff (1-16),GBR Iceni,COL Revolution,,,,,,2,2,2,4,2,12
2018-WUCC,A-W,2018-07-18,13:00,21,Normal,Playoff,Playoff (1-16),COL Revolution,GBR Iceni,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,13:00,22,Normal,Playoff,Playoff (1-16),JPN Swampybarg,USA Atlanta Ozone,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,13:00,22,Normal,Playoff,Playoff (1-16),USA Atlanta Ozone,JPN Swampybarg,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-18,13:00,23,Normal,Playoff,Playoff (1-16),JPN Nomadic Tribe,ITA CUSB,,,,,,2,1,2,1,3,9
2018-WUCC,A-M,2018-07-18,13:00,23,Normal,Playoff,Playoff (1-16),ITA CUSB,JPN Nomadic Tribe,,,,,,1,1,1,2,2,7
2018-WUCC,A-W,2018-07-18,13:00,24,Normal,Playoff,Playoff (1-16),CAN Iris,USA Molly Brown Ultimate,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,13:00,24,Normal,Playoff,Playoff (1-16),USA Molly Brown Ultimate,CAN Iris,,,,,,2,2,3,2,2,11
2018-WUCC,A-W,2018-07-18,13:00,26,Normal,Playoff,Playoff (25-40),BEL Gentleladies,SGP Rampage,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-18,13:00,26,Normal,Playoff,Playoff (25-40),SGP Rampage,BEL Gentleladies,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,13:00,27,Normal,Playoff,Playoff (25-40),SGP HAVOC,TPE Daione Kumay,,,,,,2,2,3,2,2,11
2018-WUCC,A-W,2018-07-18,13:00,27,Normal,Playoff,Playoff (25-40),TPE Daione Kumay,SGP HAVOC,,,,,,3,2,3,3,3,14
2018-WUCC,A-W,2018-07-18,13:00,28,Normal,Playoff,Playoff (25-40),MEX Malafama,FIN Helsinki Ultimate,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-18,13:00,28,Normal,Playoff,Playoff (25-40),FIN Helsinki Ultimate,MEX Malafama,,,,,,1,2,2,2,2,9
2018-WUCC,A-W,2018-07-18,13:00,29,Normal,Playoff,Playoff (25-40),CHN Sirens,GER Mainzelmädchen,,,,,,2,3,2,3,3,13
2018-WUCC,A-W,2018-07-18,13:00,29,Normal,Playoff,Playoff (25-40),GER Mainzelmädchen,CHN Sirens,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-18,13:00,3,Normal,Playoff,Playoff (25-40),MEX Fenix Ultimate,SGP Crackerjacks,,,,,,3,2,3,2,2,12
2018-WUCC,A-M,2018-07-18,13:00,3,Normal,Playoff,Playoff (25-40),SGP Crackerjacks,MEX Fenix Ultimate,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-18,13:00,4,Normal,Playoff,Playoff (25-40),AUT thebigEZ,GER Family Ultimate,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-18,13:00,4,Normal,Playoff,Playoff (25-40),GER Family Ultimate,AUT thebigEZ,,,,,,2,2,3,2,3,12
2018-WUCC,A-X,2018-07-18,13:00,5,Normal,Playoff,Playoff (33-48),VEN Yanomami,KOR BOOM!,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-18,13:00,5,Normal,Playoff,Playoff (33-48),KOR BOOM!,VEN Yanomami,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-18,13:00,6,Normal,Playoff,Playoff (33-48),URU Charrúa,SGP Freakshow Singapore,,,,,,1,2,1,2,2,8
2018-WUCC,A-X,2018-07-18,13:00,6,Normal,Playoff,Playoff (33-48),SGP Freakshow Singapore,URU Charrúa,,,,,,1,2,2,1,2,8
2018-WUCC,A-X,2018-07-18,13:00,7,Normal,Playoff,Playoff (1-32),COL Macondo,USA Slow White,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-18,13:00,7,Normal,Playoff,Playoff (1-32),USA Slow White,COL Macondo,,,,,,2,2,3,1,2,10
2018-WUCC,A-X,2018-07-18,13:00,9,Normal,Playoff,Playoff (1-32),COL Urosoul,USA AMP,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-18,13:00,9,Normal,Playoff,Playoff (1-32),USA AMP,COL Urosoul,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,15:00,1,Normal,Playoff,Playoff (25-40),POL Troubles,GBR Nice Bristols,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-18,15:00,1,Normal,Playoff,Playoff (25-40),GBR Nice Bristols,POL Troubles,,,,,,2,2,2,1,3,10
2018-WUCC,A-X,2018-07-18,15:00,10,Normal,Playoff,Playoff (1-32) Round 2,NZL Marvellous DC,CAN Crash,,,,,,2,2,1,2,2,9
2018-WUCC,A-X,2018-07-18,15:00,10,Normal,Playoff,Playoff (1-32) Round 2,CAN Crash,NZL Marvellous DC,,,,,,3,3,4,3,3,16
2018-WUCC,A-W,2018-07-18,15:00,11,Normal,Playoff,Playoff (1-16),CAN Traffic,USA Seattle Riot,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,15:00,11,Normal,Playoff,Playoff (1-16),USA Seattle Riot,CAN Traffic,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,15:00,13,Normal,Playoff,Playoff (1-16),AUS Ellipsis,USA Boston Brute Squad,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,15:00,13,Normal,Playoff,Playoff (1-16),USA Boston Brute Squad,AUS Ellipsis,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-18,15:00,14,Normal,Playoff,Playoff (1-32) Round 2,NED GRUT,AUS Pie Wagon,,,,,,2,2,3,2,3,12
2018-WUCC,A-X,2018-07-18,15:00,14,Normal,Playoff,Playoff (1-32) Round 2,AUS Pie Wagon,NED GRUT,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-18,15:00,15,Normal,Playoff,Playoff (25-40),IRL PELT Ultimate,BEL Mooncatchers,,,,,,2,1,2,3,2,10
2018-WUCC,A-M,2018-07-18,15:00,15,Normal,Playoff,Playoff (25-40),BEL Mooncatchers,IRL PELT Ultimate,,,,,,2,1,2,3,3,11
2018-WUCC,A-M,2018-07-18,15:00,16,Normal,Playoff,Playoff (1-16),USA Revolver,SUI Freespeed,,,,,,2,3,3,3,2,13
2018-WUCC,A-M,2018-07-18,15:00,16,Normal,Playoff,Playoff (1-16),SUI Freespeed,USA Revolver,,,,,,2,2,3,2,2,11
2018-WUCC,A-W,2018-07-18,15:00,17,Normal,Playoff,Playoff (1-16),FIN Atletico,CAN 6ixers,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-18,15:00,17,Normal,Playoff,Playoff (1-16),CAN 6ixers,FIN Atletico,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-18,15:00,18,Normal,Playoff,Playoff (1-16),FRA TCHAC,CAN General Strike,,,,,,2,2,0,1,2,7
2018-WUCC,A-M,2018-07-18,15:00,18,Normal,Playoff,Playoff (1-16),CAN General Strike,FRA TCHAC,,,,,,0,1,0,2,2,5
2018-WUCC,A-M,2018-07-18,15:00,19,Normal,Playoff,Playoff (1-16),COL Comunidad El Oso,USA Doublewide,,,,,,2,1,2,1,2,8
2018-WUCC,A-M,2018-07-18,15:00,19,Normal,Playoff,Playoff (1-16),USA Doublewide,COL Comunidad El Oso,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-18,15:00,2,Normal,Playoff,Playoff (1-32) Round 2,COL Voltaje,USA Wild Card,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-18,15:00,2,Normal,Playoff,Playoff (1-32) Round 2,USA Wild Card,COL Voltaje,,,,,,1,1,2,2,2,8
2018-WUCC,A-M,2018-07-18,15:00,21,Normal,Playoff,Playoff (25-40),RUS Sokol,GBR Devon,,,,,,2,1,2,2,3,10
2018-WUCC,A-M,2018-07-18,15:00,21,Normal,Playoff,Playoff (25-40),GBR Devon,RUS Sokol,,,,,,2,2,1,3,2,10
2018-WUCC,A-W,2018-07-18,15:00,22,Normal,Playoff,Playoff (1-16),USA Fury,JPN MUD,,,,,,2,2,3,2,2,11
2018-WUCC,A-W,2018-07-18,15:00,22,Normal,Playoff,Playoff (1-16),JPN MUD,USA Fury,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-18,15:00,23,Normal,Playoff,Playoff (1-16),GBR Clapham Ultimate,GER Bad Skid,,,,,,2,1,2,3,2,10
2018-WUCC,A-M,2018-07-18,15:00,23,Normal,Playoff,Playoff (1-16),GER Bad Skid,GBR Clapham Ultimate,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-18,15:00,24,Normal,Playoff,Playoff (25-40),RSA Long Donkeys,JPN Heat Haze,,,,,,3,2,3,3,2,13
2018-WUCC,A-M,2018-07-18,15:00,24,Normal,Playoff,Playoff (25-40),JPN Heat Haze,RSA Long Donkeys,,,,,,3,2,3,4,3,15
2018-WUCC,A-M,2018-07-18,15:00,26,Normal,Playoff,Playoff (25-40),FRA IZNOGOOD,BEL Freezzz Beezzz,,,,,,2,2,1,2,2,9
2018-WUCC,A-M,2018-07-18,15:00,26,Normal,Playoff,Playoff (25-40),BEL Freezzz Beezzz,FRA IZNOGOOD,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,15:00,27,Normal,Playoff,Playoff (25-40),SWE KFUM Örebro Frisbee,GER Seagulls,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-18,15:00,27,Normal,Playoff,Playoff (25-40),GER Seagulls,SWE KFUM Örebro Frisbee,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,15:00,28,Normal,Playoff,Playoff (25-40),NZL ChCh Chicks,GBR SYC,,,,,,2,2,1,2,3,10
2018-WUCC,A-W,2018-07-18,15:00,28,Normal,Playoff,Playoff (25-40),GBR SYC,NZL ChCh Chicks,,,,,,2,2,3,3,3,13
2018-WUCC,A-W,2018-07-18,15:00,29,Normal,Playoff,Playoff (25-40),COL Bamboo,AUS Kaos,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-18,15:00,29,Normal,Playoff,Playoff (25-40),AUS Kaos,COL Bamboo,,,,,,2,1,2,3,2,10
2018-WUCC,A-X,2018-07-18,15:00,3,Normal,Playoff,Playoff (33-48),BEL Flying Rabbits Ultimate Club,CHI Disco Sour,,,,,,2,1,2,4,2,11
2018-WUCC,A-X,2018-07-18,15:00,3,Normal,Playoff,Playoff (33-48),CHI Disco Sour,BEL Flying Rabbits Ultimate Club,,,,,,2,2,2,3,3,12
