Event,Division,Date,Time,Field #,Field,Stage,Game Detail,Team,Opponent,Goals,Offence Time,Offence Goals,TOs,Spirit TOs,Rules,Fouls,Fair,Att,Comm,Total
2018-WUCC,A-W,2018-07-16,13:00,10,Normal,Group,Pool G,AUS Kaos,USA Seattle Riot,,,,,,2,2,3,3,3,13
2018-WUCC,A-W,2018-07-16,13:00,10,Normal,Group,Pool G,USA Seattle Riot,AUS Kaos,,,,,,2,3,3,2,2,12
2018-WUCC,A-X,2018-07-16,13:00,11,Normal,Group,Pool F,AUS Vanguard,FRA Sesquidistus,,,,,,2,1,2,2,3,10
2018-WUCC,A-X,2018-07-16,13:00,11,Normal,Group,Pool F,FRA Sesquidistus,AUS Vanguard,,,,,,2,1,2,3,3,11
2018-WUCC,A-X,2018-07-16,13:00,12,Normal,Group,Pool F,SUI Wizards,GBR Glasgow Ultimate,,,,,,2,1,2,2,1,8
2018-WUCC,A-X,2018-07-16,13:00,12,Normal,Group,Pool F,GBR Glasgow Ultimate,SUI Wizards,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-16,13:00,13,Normal,Group,Pool B,GER Sugar Mix,USA AMP,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-16,13:00,13,Normal,Group,Pool B,USA AMP,GER Sugar Mix,,,,,,3,2,2,3,3,13
2018-WUCC,A-X,2018-07-16,13:00,14,Normal,Group,Pool C,KEN Kisumu Frisbee Club,RSA UCT Flying Tigers,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-16,13:00,14,Normal,Group,Pool C,RSA UCT Flying Tigers,KEN Kisumu Frisbee Club,,,,,,2,1,1,2,1,7
2018-WUCC,A-X,2018-07-16,13:00,15,Normal,Group,Pool B,CAN Banana Cutters,CHI Disco Sour,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-16,13:00,15,Normal,Group,Pool B,CHI Disco Sour,CAN Banana Cutters,,,,,,2,1,2,2,2,9
2018-WUCC,A-M,2018-07-16,13:00,16,Normal,Group,Pool D,BEL Freezzz Beezzz,AUS Colony,,,,,,3,2,2,2,2,11
2018-WUCC,A-M,2018-07-16,13:00,16,Normal,Group,Pool D,AUS Colony,BEL Freezzz Beezzz,,,,,,2,2,1,1,2,8
2018-WUCC,A-M,2018-07-16,13:00,17,Normal,Group,Pool C,GER Family Ultimate,USA Ring of Fire,,,,,,2,1,3,2,2,10
2018-WUCC,A-M,2018-07-16,13:00,17,Normal,Group,Pool C,USA Ring of Fire,GER Family Ultimate,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-16,13:00,18,Normal,Group,Pool G,JPN IKU,AUS Friskee,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-16,13:00,18,Normal,Group,Pool G,AUS Friskee,JPN IKU,,,,,,2,2,1,3,2,10
2018-WUCC,A-X,2018-07-16,13:00,19,Normal,Group,Pool G,ESP Disctèrics,GER Hässliche Erdferkel,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-16,13:00,19,Normal,Group,Pool G,GER Hässliche Erdferkel,ESP Disctèrics,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,13:00,2,Normal,Group,Pool H,CAN 6ixers,GER Mainzelmädchen,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-16,13:00,2,Normal,Group,Pool H,GER Mainzelmädchen,CAN 6ixers,,,,,,1,2,2,3,2,10
2018-WUCC,A-X,2018-07-16,13:00,20,Normal,Group,Pool G,SUI Panthers Bern,COL Urosoul,,,,,,1,2,1,3,2,9
2018-WUCC,A-X,2018-07-16,13:00,20,Normal,Group,Pool G,COL Urosoul,SUI Panthers Bern,,,,,,2,2,2,1,2,9
2018-WUCC,A-M,2018-07-16,13:00,21,Normal,Group,Pool A,MEX Fenix Ultimate,USA Revolver,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-16,13:00,21,Normal,Group,Pool A,USA Revolver,MEX Fenix Ultimate,,,,,,3,2,3,4,2,14
2018-WUCC,A-X,2018-07-16,13:00,22,Normal,Group,Pool B,IND Stall7,GBR Black Eagles,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-16,13:00,22,Normal,Group,Pool B,GBR Black Eagles,IND Stall7,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-16,13:00,23,Normal,Group,Pool F,SGP Freakshow Singapore,CAN Crash,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-16,13:00,23,Normal,Group,Pool F,CAN Crash,SGP Freakshow Singapore,,,,,,2,1,2,3,2,10
2018-WUCC,A-M,2018-07-16,13:00,24,Normal,Group,Pool G,GBR Devon,GER Bad Skid,,,,,,2,2,2,1,2,9
2018-WUCC,A-M,2018-07-16,13:00,24,Normal,Group,Pool G,GER Bad Skid,GBR Devon,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-16,13:00,25,Normal,Group,Pool B,DOM Relámpagos,USA Doublewide,,,,,,3,3,3,3,3,15
2018-WUCC,A-M,2018-07-16,13:00,25,Normal,Group,Pool B,USA Doublewide,DOM Relámpagos,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-16,13:00,26,Normal,Group,Pool H,SGP Crackerjacks,CAN General Strike,,,,,,2,2,2,1,2,9
2018-WUCC,A-M,2018-07-16,13:00,26,Normal,Group,Pool H,CAN General Strike,SGP Crackerjacks,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-16,13:00,27,Normal,Group,Pool F,JPN Heat Haze,CAN Goat,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-16,13:00,27,Normal,Group,Pool F,CAN Goat,JPN Heat Haze,,,,,,2,2,3,3,2,12
2018-WUCC,A-M,2018-07-16,13:00,28,Normal,Group,Pool E,RUS Sokol,GBR Clapham Ultimate,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-16,13:00,28,Normal,Group,Pool E,GBR Clapham Ultimate,RUS Sokol,,,,,,2,2,3,2,2,11
2018-WUCC,A-W,2018-07-16,13:00,3,Normal,Group,Pool C,USA Molly Brown Ultimate,SWE KFUM Örebro Frisbee,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-16,13:00,3,Normal,Group,Pool C,SWE KFUM Örebro Frisbee,USA Molly Brown Ultimate,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-16,13:00,4,Normal,Group,Pool E,NZL ChCh Chicks,COL Revolution,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-16,13:00,4,Normal,Group,Pool E,COL Revolution,NZL ChCh Chicks,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-16,13:00,5,Normal,Group,Pool D,SGP Rampage,USA Atlanta Ozone,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,13:00,5,Normal,Group,Pool D,USA Atlanta Ozone,SGP Rampage,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-16,13:00,6,Normal,Group,Pool F,COL AeroSoul,JPN HUCK,,,,,,1,2,2,2,2,9
2018-WUCC,A-W,2018-07-16,13:00,6,Normal,Group,Pool F,JPN HUCK,COL AeroSoul,,,,,,2,2,1,2,1,8
2018-WUCC,A-X,2018-07-16,13:00,7,Normal,Group,Pool C,AUS Pie Wagon,USA BFG,,,,,,1,1,3,2,3,10
2018-WUCC,A-X,2018-07-16,13:00,7,Normal,Group,Pool C,USA BFG,AUS Pie Wagon,,,,,,3,2,3,3,2,13
2018-WUCC,A-X,2018-07-16,13:00,8,Normal,Group,Pool C,COL Voltaje,KOR BOOM!,,,,,,2,1,2,1,2,8
2018-WUCC,A-X,2018-07-16,13:00,8,Normal,Group,Pool C,KOR BOOM!,COL Voltaje,,,,,,2,1,2,2,2,9
2018-WUCC,A-W,2018-07-16,13:00,9,Normal,Group,Pool A,USA Fury,GER Seagulls,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-16,13:00,9,Normal,Group,Pool A,GER Seagulls,USA Fury,,,,,,2,1,2,3,2,10
2018-WUCC,A-M,2018-07-16,15:00,1,Normal,Group,Pool B,GBR Chevron Action Flash,FIN OTSO,,,,,,2,2,2,2,3,11
2018-WUCC,A-M,2018-07-16,15:00,1,Normal,Group,Pool B,FIN OTSO,GBR Chevron Action Flash,,,,,,0,0,0,0,0,0
2018-WUCC,A-M,2018-07-16,15:00,10,Normal,Group,Pool A,COL Euforia,AUS Hot Chilly,,,,,,1,2,1,1,2,7
2018-WUCC,A-M,2018-07-16,15:00,10,Normal,Group,Pool A,AUS Hot Chilly,COL Euforia,,,,,,0,2,1,1,2,6
2018-WUCC,A-W,2018-07-16,15:00,11,Normal,Group,Pool C,FIN Helsinki Ultimate,AUS Ellipsis,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,15:00,11,Normal,Group,Pool C,AUS Ellipsis,FIN Helsinki Ultimate,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-16,15:00,12,Normal,Group,Pool E,RUS RusMixed,GBR Reading Ultimate,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-16,15:00,12,Normal,Group,Pool E,GBR Reading Ultimate,RUS RusMixed,,,,,,2,2,3,2,1,10
2018-WUCC,A-W,2018-07-16,15:00,13,Normal,Group,Pool D,AUT Mantis,ITA CUSB SHOUT,,,,,,1,1,2,3,2,9
2018-WUCC,A-W,2018-07-16,15:00,13,Normal,Group,Pool D,ITA CUSB SHOUT,AUT Mantis,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-16,15:00,14,Normal,Group,Pool H,SUI Flying Angels Bern,AUS Juggernaut,,,,,,1,2,1,2,2,8
2018-WUCC,A-M,2018-07-16,15:00,14,Normal,Group,Pool H,AUS Juggernaut,SUI Flying Angels Bern,,,,,,1,2,2,3,2,10
2018-WUCC,A-W,2018-07-16,15:00,15,Normal,Group,Pool F,CAN Traffic,GBR SYC,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,15:00,15,Normal,Group,Pool F,GBR SYC,CAN Traffic,,,,,,1,2,2,2,1,8
2018-WUCC,A-X,2018-07-16,15:00,16,Normal,Group,Pool A,COL Macondo,USA Seattle Mixtape,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-16,15:00,16,Normal,Group,Pool A,USA Seattle Mixtape,COL Macondo,,,,,,2,1,2,3,2,10
2018-WUCC,A-W,2018-07-16,15:00,17,Normal,Group,Pool H,POL Troubles,JPN UNO,,,,,,2,2,1,2,2,9
2018-WUCC,A-W,2018-07-16,15:00,17,Normal,Group,Pool H,JPN UNO,POL Troubles,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-16,15:00,18,Normal,Group,Pool A,URU Charrúa,CAN Battleship,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-16,15:00,18,Normal,Group,Pool A,CAN Battleship,URU Charrúa,,,,,,2,3,3,3,2,13
2018-WUCC,A-X,2018-07-16,15:00,19,Normal,Group,Pool A,MEX Cóndor Ultimate,GER Colorado,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-16,15:00,19,Normal,Group,Pool A,GER Colorado,MEX Cóndor Ultimate,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-16,15:00,20,Normal,Group,Pool H,ESP Mubidisk,JPN Cafe de Luida,,,,,,1,2,2,3,1,9
2018-WUCC,A-X,2018-07-16,15:00,20,Normal,Group,Pool H,JPN Cafe de Luida,ESP Mubidisk,,,,,,1,1,2,1,1,6
2018-WUCC,A-X,2018-07-16,15:00,21,Normal,Group,Pool H,VEN Yanomami,USA Slow White,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-16,15:00,21,Normal,Group,Pool H,USA Slow White,VEN Yanomami,,,,,,2,1,2,3,3,11
2018-WUCC,A-W,2018-07-16,15:00,22,Normal,Group,Pool E,JPN MUD,FIN Atletico,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,15:00,22,Normal,Group,Pool E,FIN Atletico,JPN MUD,,,,,,2,3,2,2,2,11
2018-WUCC,A-M,2018-07-16,15:00,23,Normal,Group,Pool E,COL Comunidad El Oso,ITA CUSB,,,,,,3,2,2,3,3,13
2018-WUCC,A-M,2018-07-16,15:00,23,Normal,Group,Pool E,ITA CUSB,COL Comunidad El Oso,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-16,15:00,24,Normal,Group,Pool H,NZL Black Sheep,GBR SMOG,,,,,,2,2,3,3,2,12
2018-WUCC,A-X,2018-07-16,15:00,24,Normal,Group,Pool H,GBR SMOG,NZL Black Sheep,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-16,15:00,25,Normal,Group,Pool D,PHI Mulatto Pilipinas,CAN Anchor,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-16,15:00,25,Normal,Group,Pool D,CAN Anchor,PHI Mulatto Pilipinas,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-16,15:00,26,Normal,Group,Pool D,ARG Argentina Ultimate Club,NZL Marvellous DC,,,,,,3,2,2,3,2,12
2018-WUCC,A-X,2018-07-16,15:00,26,Normal,Group,Pool D,NZL Marvellous DC,ARG Argentina Ultimate Club,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-16,15:00,27,Normal,Group,Pool D,HKG Hong Kong NEON,JPN Shinshu Loose,,,,,,2,1,3,3,3,12
2018-WUCC,A-X,2018-07-16,15:00,27,Normal,Group,Pool D,JPN Shinshu Loose,HKG Hong Kong NEON,,,,,,2,2,2,2,3,11
2018-WUCC,A-X,2018-07-16,15:00,28,Normal,Group,Pool E,BEL Flying Rabbits Ultimate Club,NED GRUT,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-16,15:00,28,Normal,Group,Pool E,NED GRUT,BEL Flying Rabbits Ultimate Club,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-16,15:00,29,Normal,Group,Pool E,SGP Chuckies,USA Wild Card,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-16,15:00,29,Normal,Group,Pool E,USA Wild Card,SGP Chuckies,,,,,,2,3,3,3,2,13
2018-WUCC,A-M,2018-07-16,15:00,3,Normal,Group,Pool C,IRL Ranelagh,AUT FWD>>,,,,,,2,3,2,4,2,13
2018-WUCC,A-M,2018-07-16,15:00,3,Normal,Group,Pool C,AUT FWD>>,IRL Ranelagh,,,,,,2,3,4,4,3,16
2018-WUCC,A-M,2018-07-16,15:00,4,Normal,Group,Pool G,NZL Wildcats,JPN Nomadic Tribe,,,,,,1,1,2,3,2,9
2018-WUCC,A-M,2018-07-16,15:00,4,Normal,Group,Pool G,JPN Nomadic Tribe,NZL Wildcats,,,,,,2,2,2,2,3,11
2018-WUCC,A-M,2018-07-16,15:00,5,Normal,Group,Pool D,FRA TCHAC,SUI Freespeed,,,,,,2,2,2,1,3,10
2018-WUCC,A-M,2018-07-16,15:00,5,Normal,Group,Pool D,SUI Freespeed,FRA TCHAC,,,,,,1,1,2,3,2,9
2018-WUCC,A-M,2018-07-16,15:00,6,Normal,Group,Pool F,SWE KFUM Örebro Frisbee,DEN Ragnarok,,,,,,2,2,2,2,3,11
2018-WUCC,A-M,2018-07-16,15:00,6,Normal,Group,Pool F,DEN Ragnarok,SWE KFUM Örebro Frisbee,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-16,15:00,7,Normal,Group,Pool A,JPN Swampybarg,GBR Iceni,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,15:00,7,Normal,Group,Pool A,GBR Iceni,JPN Swampybarg,,,,,,2,2,1,2,3,10
2018-WUCC,A-W,2018-07-16,15:00,8,Normal,Group,Pool G,CAN Iris,SUI FABulous,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,15:00,8,Normal,Group,Pool G,SUI FABulous,CAN Iris,,,,,,2,1,2,3,2,10
2018-WUCC,A-W,2018-07-16,15:00,9,Normal,Group,Pool B,CAN Fusion,FRA YAKA,,,,,,2,1,1,2,2,8
2018-WUCC,A-W,2018-07-16,15:00,9,Normal,Group,Pool B,FRA YAKA,CAN Fusion,,,,,,2,2,2,3,2,11
2018-WUCC,A-M,2018-07-16,17:00,10,Normal,Group,Pool H,RSA Long Donkeys,SGP Crackerjacks,,,,,,2,2,2,2,3,11
2018-WUCC,A-M,2018-07-16,17:00,10,Normal,Group,Pool H,SGP Crackerjacks,RSA Long Donkeys,,,,,,2,2,3,4,3,14
2018-WUCC,A-M,2018-07-16,17:00,11,Normal,Group,Pool C,FRA IZNOGOOD,GER Family Ultimate,,,,,,2,1,1,0,1,5
2018-WUCC,A-M,2018-07-16,17:00,11,Normal,Group,Pool C,GER Family Ultimate,FRA IZNOGOOD,,,,,,2,2,1,1,2,8
2018-WUCC,A-M,2018-07-16,17:00,12,Normal,Group,Pool E,CHN Shanghai Chuchai,RUS Sokol,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-16,17:00,12,Normal,Group,Pool E,RUS Sokol,CHN Shanghai Chuchai,,,,,,2,1,2,2,3,10
2018-WUCC,A-M,2018-07-16,17:00,13,Normal,Group,Pool D,AUT thebigEZ,BEL Freezzz Beezzz,,,,,,1,2,1,2,3,9
2018-WUCC,A-M,2018-07-16,17:00,13,Normal,Group,Pool D,BEL Freezzz Beezzz,AUT thebigEZ,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-16,17:00,15,Normal,Group,Pool C,RSA UCT Flying Tigers,COL Voltaje,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-16,17:00,15,Normal,Group,Pool C,COL Voltaje,RSA UCT Flying Tigers,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-16,17:00,16,Normal,Group,Pool F,AUS Vanguard,CAN Crash,,,,,,1,2,2,3,1,9
2018-WUCC,A-X,2018-07-16,17:00,16,Normal,Group,Pool F,CAN Crash,AUS Vanguard,,,,,,3,1,4,3,3,14
2018-WUCC,A-W,2018-07-16,17:00,17,Normal,Group,Pool C,SWE KFUM Örebro Frisbee,SUI ZUF,,,,,,1,2,2,2,2,9
2018-WUCC,A-W,2018-07-16,17:00,17,Normal,Group,Pool C,SUI ZUF,SWE KFUM Örebro Frisbee,,,,,,2,1,2,3,2,10
2018-WUCC,A-W,2018-07-16,17:00,18,Normal,Group,Pool G,SGP HAVOC,AUS Kaos,,,,,,2,2,3,3,2,12
2018-WUCC,A-W,2018-07-16,17:00,18,Normal,Group,Pool G,AUS Kaos,SGP HAVOC,,,,,,2,2,2,3,2,11
2018-WUCC,A-W,2018-07-16,17:00,19,Normal,Group,Pool B,COL Bamboo,RUS Brilliance,,,,,,1,1,2,1,2,7
2018-WUCC,A-W,2018-07-16,17:00,19,Normal,Group,Pool B,RUS Brilliance,COL Bamboo,,,,,,1,2,1,2,2,8
2018-WUCC,A-W,2018-07-16,17:00,20,Normal,Group,Pool H,TPE Daione Kumay,GER Mainzelmädchen,,,,,,2,1,2,2,2,9
2018-WUCC,A-W,2018-07-16,17:00,20,Normal,Group,Pool H,GER Mainzelmädchen,TPE Daione Kumay,,,,,,1,2,2,3,2,10
2018-WUCC,A-X,2018-07-16,17:00,21,Normal,Group,Pool F,SUI Wizards,SGP Freakshow Singapore,,,,,,2,2,2,4,3,13
2018-WUCC,A-X,2018-07-16,17:00,21,Normal,Group,Pool F,SGP Freakshow Singapore,SUI Wizards,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-16,17:00,22,Normal,Group,Pool F,VEN Warao Ultimate Club,JPN Heat Haze,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-16,17:00,22,Normal,Group,Pool F,JPN Heat Haze,VEN Warao Ultimate Club,,,,,,1,1,2,1,2,7
2018-WUCC,A-W,2018-07-16,17:00,23,Normal,Group,Pool A,MEX Malafama,GER Seagulls,,,,,,1,2,2,2,2,9
2018-WUCC,A-W,2018-07-16,17:00,23,Normal,Group,Pool A,GER Seagulls,MEX Malafama,,,,,,1,2,3,3,2,11
2018-WUCC,A-W,2018-07-16,17:00,24,Normal,Group,Pool E,BEL Gentleladies,NZL ChCh Chicks,,,,,,2,2,3,3,3,13
2018-WUCC,A-W,2018-07-16,17:00,24,Normal,Group,Pool E,NZL ChCh Chicks,BEL Gentleladies,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,17:00,25,Normal,Group,Pool D,GBR Nice Bristols,SGP Rampage,,,,,,2,2,2,3,3,12
2018-WUCC,A-W,2018-07-16,17:00,25,Normal,Group,Pool D,SGP Rampage,GBR Nice Bristols,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,17:00,26,Normal,Group,Pool F,COL AeroSoul,CHN Sirens,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-16,17:00,26,Normal,Group,Pool F,CHN Sirens,COL AeroSoul,,,,,,0,2,1,2,1,6
2018-WUCC,A-X,2018-07-16,17:00,27,Normal,Group,Pool F,GBR Glasgow Ultimate,FRA Sesquidistus,,,,,,2,2,2,1,2,9
2018-WUCC,A-X,2018-07-16,17:00,27,Normal,Group,Pool F,FRA Sesquidistus,GBR Glasgow Ultimate,,,,,,2,1,1,2,1,7
2018-WUCC,A-X,2018-07-16,17:00,28,Normal,Group,Pool C,KOR BOOM!,USA BFG,,,,,,3,2,3,3,3,14
2018-WUCC,A-X,2018-07-16,17:00,28,Normal,Group,Pool C,USA BFG,KOR BOOM!,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-16,17:00,29,Normal,Group,Pool C,KEN Kisumu Frisbee Club,AUS Pie Wagon,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-16,17:00,29,Normal,Group,Pool C,AUS Pie Wagon,KEN Kisumu Frisbee Club,,,,,,2,3,2,2,2,11
2018-WUCC,A-M,2018-07-16,17:00,7,Normal,Group,Pool A,MEX Fenix Ultimate,BEL Mooncatchers,,,,,,2,1,0,2,1,6
2018-WUCC,A-M,2018-07-16,17:00,7,Normal,Group,Pool A,BEL Mooncatchers,MEX Fenix Ultimate,,,,,,2,3,2,3,2,12
2018-WUCC,A-M,2018-07-16,17:00,8,Normal,Group,Pool G,TPE Daione Kumay,GBR Devon,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-16,17:00,8,Normal,Group,Pool G,GBR Devon,TPE Daione Kumay,,,,,,2,3,3,3,2,13
2018-WUCC,A-M,2018-07-16,17:00,9,Normal,Group,Pool B,IRL PELT Ultimate,DOM Relámpagos,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-16,17:00,9,Normal,Group,Pool B,DOM Relámpagos,IRL PELT Ultimate,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-17,09:00,10,Normal,Group,Pool E,RUS RusMixed,BEL Flying Rabbits Ultimate Club,,,,,,2,2,2,4,3,13
2018-WUCC,A-X,2018-07-17,09:00,10,Normal,Group,Pool E,BEL Flying Rabbits Ultimate Club,RUS RusMixed,,,,,,2,3,2,2,2,11
2018-WUCC,A-X,2018-07-17,09:00,11,Normal,Group,Pool D,ARG Argentina Ultimate Club,CAN Anchor,,,,,,2,1,2,1,3,9
2018-WUCC,A-X,2018-07-17,09:00,11,Normal,Group,Pool D,CAN Anchor,ARG Argentina Ultimate Club,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-17,09:00,12,Normal,Group,Pool D,JPN Shinshu Loose,NZL Marvellous DC,,,,,,2,2,2,3,3,12
2018-WUCC,A-X,2018-07-17,09:00,12,Normal,Group,Pool D,NZL Marvellous DC,JPN Shinshu Loose,,,,,,2,2,2,4,2,12
2018-WUCC,A-X,2018-07-17,09:00,13,Normal,Group,Pool D,PHI Mulatto Pilipinas,HKG Hong Kong NEON,,,,,,2,1,2,2,2,9
2018-WUCC,A-X,2018-07-17,09:00,13,Normal,Group,Pool D,HKG Hong Kong NEON,PHI Mulatto Pilipinas,,,,,,2,3,2,3,2,12
2018-WUCC,A-X,2018-07-17,09:00,15,Normal,Group,Pool F,SUI Wizards,CAN Crash,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-17,09:00,15,Normal,Group,Pool F,CAN Crash,SUI Wizards,,,,,,2,3,3,2,2,12
2018-WUCC,A-X,2018-07-17,09:00,16,Normal,Group,Pool F,FRA Sesquidistus,SGP Freakshow Singapore,,,,,,2,2,2,3,2,11
2018-WUCC,A-X,2018-07-17,09:00,16,Normal,Group,Pool F,SGP Freakshow Singapore,FRA Sesquidistus,,,,,,2,2,3,3,3,13
2018-WUCC,A-W,2018-07-17,09:00,17,Normal,Group,Pool N,GER Seagulls,SUI FABulous,,,,,,2,1,1,2,2,8
2018-WUCC,A-W,2018-07-17,09:00,17,Normal,Group,Pool N,SUI FABulous,GER Seagulls,,,,,,2,2,3,2,2,11
2018-WUCC,A-X,2018-07-17,09:00,18,Normal,Group,Pool F,GBR Glasgow Ultimate,AUS Vanguard,,,,,,2,2,3,2,3,12
2018-WUCC,A-X,2018-07-17,09:00,18,Normal,Group,Pool F,AUS Vanguard,GBR Glasgow Ultimate,,,,,,2,2,3,3,3,13
2018-WUCC,A-X,2018-07-17,09:00,19,Normal,Group,Pool C,KEN Kisumu Frisbee Club,USA BFG,,,,,,3,3,2,3,3,14
2018-WUCC,A-X,2018-07-17,09:00,19,Normal,Group,Pool C,USA BFG,KEN Kisumu Frisbee Club,,,,,,2,4,3,3,2,14
2018-WUCC,A-W,2018-07-17,09:00,2,Normal,Group,Pool M,TPE Daione Kumay,CAN Fusion,,,,,,2,2,2,2,2,10
2018-WUCC,A-W,2018-07-17,09:00,2,Normal,Group,Pool M,CAN Fusion,TPE Daione Kumay,,,,,,1,2,1,2,2,8
2018-WUCC,A-X,2018-07-17,09:00,20,Normal,Group,Pool C,COL Voltaje,AUS Pie Wagon,,,,,,2,2,2,2,2,10
2018-WUCC,A-X,2018-07-17,09:00,20,Normal,Group,Pool C,AUS Pie Wagon,COL Voltaje,,,,,,2,2,1,3,3,11
2018-WUCC,A-M,2018-07-17,09:00,21,Normal,Group,Pool M,DOM Relámpagos,SGP Crackerjacks,,,,,,2,2,2,3,4,13
2018-WUCC,A-M,2018-07-17,09:00,21,Normal,Group,Pool M,SGP Crackerjacks,DOM Relámpagos,,,,,,1,2,1,1,1,6
2018-WUCC,A-W,2018-07-17,09:00,22,Normal,Group,Pool M,FRA YAKA,GER Mainzelmädchen,,,,,,2,3,3,3,2,13
2018-WUCC,A-W,2018-07-17,09:00,22,Normal,Group,Pool M,GER Mainzelmädchen,FRA YAKA,,,,,,2,2,2,2,2,10
2018-WUCC,A-M,2018-07-17,09:00,24,Normal,Group,Pool M,SUI Flying Angels Bern,FIN OTSO,,,,,,3,2,3,2,2,12
2018-WUCC,A-M,2018-07-17,09:00,24,Normal,Group,Pool M,FIN OTSO,SUI Flying Angels Bern,,,,,,2,2,3,2,2,11
2018-WUCC,A-M,2018-07-17,09:00,25,Normal,Group,Pool N,BEL Mooncatchers,NZL Wildcats,,,,,,2,2,3,3,3,13
2018-WUCC,A-M,2018-07-17,09:00,25,Normal,Group,Pool N,NZL Wildcats,BEL Mooncatchers,,,,,,2,2,2,3,3,12
2018-WUCC,A-M,2018-07-17,09:00,26,Normal,Group,Pool N,GBR Devon,AUS Hot Chilly,,,,,,2,2,2,1,2,9
2018-WUCC,A-M,2018-07-17,09:00,26,Normal,Group,Pool N,AUS Hot Chilly,GBR Devon,,,,,,2,1,3,2,3,11
2018-WUCC,A-M,2018-07-17,09:00,27,Normal,Group,Pool Q,MEX Fenix Ultimate,SWE KFUM Örebro Frisbee,,,,,,2,2,2,3,2,11
