Event,Division,Day,Time,Field #,Field,Stage,Game Type,Team,Opponent,Rules,Fouls,Fair,Positive,Com,Our
2015 WCBU,A-X,2015-03-12,12:00,6,,,9-12 pool,Czech Republic,Australia,2,2,2,3,3,
2015 WCBU,A-X,2015-03-12,12:00,7,,,13-18 pool,India,Japan,2,1,3,2,3,
2015 WCBU,A-X,2015-03-12,12:00,7,,,13-18 pool,Japan,India,2,2,3,2,2,
2015 WCBU,A-X,2015-03-12,12:00,8,,,13-18 pool,Great Britain,Slovakia,2,3,2,2,2,
2015 WCBU,A-X,2015-03-12,12:00,8,,,13-18 pool,Slovakia,Great Britain,2,2,3,2,2,
2015 WCBU,A-X,2015-03-12,12:00,9,,,13-18 pool,UAE,Uganda,2,2,1,3,1,
2015 WCBU,A-X,2015-03-12,12:00,9,,,13-18 pool,Uganda,UAE,2,1,2,2,2,
2015 WCBU,A-M,2015-03-12,13:00,Arena,Showcase,,Semi-finals,USA,Philippines,1,1,1,2,2,
2015 WCBU,A-M,2015-03-12,13:00,Arena,Showcase,,Semi-finals,Philippines,USA,3,2,2,2,2,
2015 WCBU,A-M,2015-03-12,13:00,2,,,Semi-finals,Canada,Great Britain,2,2,3,3,2,
2015 WCBU,A-M,2015-03-12,13:00,2,,,Semi-finals,Great Britain,Canada,3,3,2,3,3,
2015 WCBU,A-M,2015-03-12,13:00,3,,,Semi-finals,Russia,Australia,2,1,1,2,2,
2015 WCBU,A-M,2015-03-12,13:00,3,,,Semi-finals,Australia,Russia,2,1,2,2,2,
2015 WCBU,A-M,2015-03-12,13:00,4,,,Semi-finals,Denmark,Germany,2,1,3,1,1,
2015 WCBU,A-M,2015-03-12,13:00,4,,,Semi-finals,Germany,Denmark,2,2,3,2,3,
2015 WCBU,A-M,2015-03-12,13:00,5,,,Semi-finals,India,Japan,2,1,3,3,2,
2015 WCBU,A-M,2015-03-12,13:00,5,,,Semi-finals,Japan,India,2,2,1,2,2,
2015 WCBU,A-M,2015-03-12,13:00,6,,,Semi-finals,UAE,France,2,1,1,2,2,
2015 WCBU,A-M,2015-03-12,13:00,6,,,Semi-finals,France,UAE,2,2,2,3,3,
2015 WCBU,A-M,2015-03-12,13:00,7,,,Semi-finals,Ireland,Kenya,3,3,2,4,3,
2015 WCBU,A-M,2015-03-12,13:00,7,,,Semi-finals,Kenya,Ireland,2,2,2,3,3,
2015 WCBU,A-M,2015-03-12,13:00,8,,,Semi-finals,Singapore,Qatar,2,2,3,3,2,
2015 WCBU,A-M,2015-03-12,13:00,8,,,Semi-finals,Qatar,Singapore,3,3,3,3,4,
2015 WCBU,GM-M,2015-03-12,11:00,9,,,5 v 6,Germany,Currier Island,2,3,3,3,3,
2015 WCBU,GM-M,2015-03-12,11:00,9,,,5 v 6,Currier Island,Germany,2,3,3,3,3,
2015 WCBU,M-M,2015-03-12,14:00,Arena,Showcase,,3rd,Philippines,Great Britain,2,1,2,2,2,
2015 WCBU,M-M,2015-03-12,14:00,Arena,Showcase,,3rd,Great Britain,Philippines,2,2,3,3,2,
2015 WCBU,M-M,2015-03-12,14:00,2,,,5th,Germany,France,2,2,3,3,3,
2015 WCBU,M-M,2015-03-12,14:00,2,,,5th,France,Germany,2,3,3,3,3,
2015 WCBU,M-M,2015-03-12,14:00,3,,,7th,Currier Island,India,2,2,3,3,2,
2015 WCBU,M-M,2015-03-12,14:00,3,,,7th,India,Currier Island,2,2,2,3,2,
2015 WCBU,A-W,2015-03-12,14:00,4,,,5 vs 6,Currier Island,UAE,1,2,2,2,2,
2015 WCBU,A-W,2015-03-12,14:00,4,,,5 vs 6,UAE,Currier Island,2,1,2,3,2,
2015 WCBU,M-W,2015-03-12,14:00,5,,,5 vs 6,Germany,Currier Island,1,2,2,2,2,
2015 WCBU,M-W,2015-03-12,14:00,5,,,5 vs 6,Currier Island,Germany,2,2,2,3,2,
2015 WCBU,M-W,2015-03-12,15:15,Arena,Showcase,,Final,USA,Canada,2,2,2,3,2,
2015 WCBU,M-W,2015-03-12,15:15,Arena,Showcase,,Final,Canada,USA,2,1,2,3,2,
2015 WCBU,M-X,2015-03-12,16:30,Arena,Showcase,,Final,USA,Canada,2,2,2,2,2,
2015 WCBU,M-X,2015-03-12,16:30,Arena,Showcase,,Final,Canada,USA,3,1,3,3,3,
2015 WCBU,A-M,2015-03-13,08:00,Arena,Showcase,,3rd,Philippines,Canada,1,2,2,1,2,
2015 WCBU,A-M,2015-03-13,08:00,Arena,Showcase,,3rd,Canada,Philippines,1,1,1,1,1,
2015 WCBU,A-M,2015-03-13,08:00,2,,,5th,Australia,Denmark,2,2,2,2,2,
2015 WCBU,A-M,2015-03-13,08:00,2,,,5th,Denmark,Australia,2,3,3,2,2,
2015 WCBU,A-M,2015-03-13,10:15,4,,,7th,Russia,Germany,3,2,2,1,2,
2015 WCBU,A-M,2015-03-13,10:15,4,,,7th,Germany,Russia,1,2,2,2,3,
2015 WCBU,A-M,2015-03-13,08:00,4,,,9th,France,Japan,2,3,2,2,1,
2015 WCBU,A-M,2015-03-13,08:00,4,,,9th,Japan,France,2,2,3,3,2,
2015 WCBU,A-M,2015-03-13,08:00,5,,,11th,India,UAE,2,2,2,3,3,
2015 WCBU,A-M,2015-03-13,08:00,5,,,11th,UAE,India,3,3,3,3,3,
2015 WCBU,A-M,2015-03-13,08:00,6,,,13th,Ireland,Singapore,2,2,3,4,3,
2015 WCBU,A-M,2015-03-13,08:00,6,,,13th,Singapore,Ireland,2,2,2,3,3,
2015 WCBU,A-M,2015-03-13,08:00,7,,,15th,Kenya,Qatar,,,,,,
2015 WCBU,A-M,2015-03-13,08:00,7,,,15th,Qatar,Kenya,,,,,,
2015 WCBU,GM-M,2015-03-12,13:00,9,,,3rd,Currier Island,Canada,2,2,3,2,2,
2015 WCBU,GM-M,2015-03-12,13:00,9,,,3rd,Canada,Currier Island,2,2,3,3,3,
2015 WCBU,GM-M,2015-03-13,09:00,9,,,5 vs 7,France,Finland,2,2,1,2,2,
2015 WCBU,GM-M,2015-03-13,09:00,9,,,5 vs 7,Finland,France,3,3,3,3,3,
2015 WCBU,A-X,2015-03-13,09:00,Arena,Showcase,,3rd,USA,Portugal,2,3,3,3,3,
2015 WCBU,A-X,2015-03-13,09:00,Arena,Showcase,,3rd,Portugal,USA,2,2,1,2,2,
2015 WCBU,A-X,2015-03-13,09:00,2,,,5th,Sweden,Philippines,2,2,2,2,2,
2015 WCBU,A-X,2015-03-13,09:00,2,,,5th,Philippines,Sweden,2,2,2,2,3,
2015 WCBU,A-X,2015-03-13,09:00,3,,,7th,Ireland,Russia,2,1,2,2,2,
2015 WCBU,A-X,2015-03-13,09:00,3,,,7th,Russia,Ireland,2,2,2,2,2,
2015 WCBU,A-X,2015-03-13,09:00,4,,,9-12 pool,Switzerland,Australia,2,2,3,3,3,
2015 WCBU,A-X,2015-03-13,09:00,4,,,9-12 pool,Australia,Switzerland,2,2,4,3,3,
2015 WCBU,A-X,2015-03-13,09:00,5,,,9-12 pool,Netherlands,Czech Republic,2,2,2,2,2,
2015 WCBU,A-X,2015-03-13,09:00,5,,,9-12 pool,Czech Republic,Netherlands,2,1,3,2,3,
2015 WCBU,A-X,2015-03-13,09:00,8,,,13-18 pool,Slovakia,Uganda,2,2,1,3,2,
2015 WCBU,A-X,2015-03-13,09:00,8,,,13-18 pool,Uganda,Slovakia,2,2,3,3,2,
2015 WCBU,A-X,2015-03-13,09:00,7,,,13-18 pool,India,UAE,2,2,3,2,2,
2015 WCBU,A-X,2015-03-13,09:00,7,,,13-18 pool,UAE,India,2,2,1,3,2,
2015 WCBU,A-X,2015-03-12,15:15,4,,,13-18 pool,Great Britain,Japan,2,2,3,3,2,
2015 WCBU,A-X,2015-03-12,15:15,4,,,13-18 pool,Japan,Great Britain,2,1,3,2,2,
2015 WCBU,GM-M,2015-03-13,10:15,Arena,Showcase,,Final,USA,Sweden,1,1,1,1,1,
2015 WCBU,GM-M,2015-03-13,10:15,Arena,Showcase,,Final,Sweden,USA,2,3,2,1,2,
2015 WCBU,M-M,2015-03-13,11:30,Arena,Showcase,,Final,USA,Canada,2,3,3,3,3,
2015 WCBU,M-M,2015-03-13,11:30,Arena,Showcase,,Final,Canada,USA,2,3,2,3,3,
2015 WCBU,A-W,2015-03-13,12:45,Arena,Showcase,,Final,Russia,USA,2,1,2,3,3,
2015 WCBU,A-W,2015-03-13,12:45,Arena,Showcase,,Final,USA,Russia,1,2,2,3,2,
2015 WCBU,A-M,2015-03-13,14:00,Arena,Showcase,,Final,USA,Great Britain,3,3,3,2,2,
2015 WCBU,A-M,2015-03-13,14:00,Arena,Showcase,,Final,Great Britain,USA,3,3,3,3,3,
2015 WCBU,A-X,2015-03-13,15:15,Arena,Showcase,,Final,Canada,Germany,3,3,2,3,2,
2015 WCBU,A-X,2015-03-13,15:15,Arena,Showcase,,Final,Germany,Canada,2,3,2,3,2,
