Event,Division,Day,Time,Field #,Field,Stage,Game Detail,Team,Opponent,Goals,Offence Time,Offence Goals,TOs,Spirit TOs,Rules,Fouls,Fair,Att,Comm,Total
2015-PAUC,A-W,2015-11-19,9:40,9,,Group,A4 v A5,Cheetaras,La Pola,,,,,,1,1,2,1,2,7
2015-PAUC,A-W,2015-11-19,9:40,9,,Group,A4 v A5,La Pola,Cheetaras,,,,,,2,1,2,2,2,9
2015-PAUC,A-W,2015-11-19,9:40,2,,Group,A1 v A6,Heist,Pantera Rosa UC,,,,,,2,2,3,3,3,13
2015-PAUC,A-W,2015-11-19,9:40,2,,Group,A1 v A6,Pantera Rosa UC,Heist,,,,,,2,2,3,3,3,13
2015-PAUC,A-W,2015-11-19,9:40,6,,Group,A2 v A3,Terra,Warriors,,,,,,1,1,2,3,1,8
2015-PAUC,A-W,2015-11-19,9:40,6,,Group,A2 v A3,Warriors,Terra,,,,,,2,2,1,2,2,9
2015-PAUC,A-W,2015-11-19,11:20,1,,Group,B1 v B7,Revolution,Thirft Shop,,,,,,2,2,2,3,3,12
2015-PAUC,A-W,2015-11-19,11:20,1,,Group,B1 v B7,Thirft Shop,Revolution,,,,,,2,2,3,4,3,14
2015-PAUC,A-W,2015-11-19,11:20,8,,Group,B4 v B6,Atlantiques,Wild Rose,,,,,,2,3,3,2,3,13
2015-PAUC,A-W,2015-11-19,11:20,8,,Group,B4 v B6,Wild Rose,Atlantiques,,,,,,2,2,3,2,2,11
2015-PAUC,A-W,2015-11-19,11:20,10,,Group,B2 v B5,Storm,Malaki Femenil,,,,,,2,3,3,3,2,13
2015-PAUC,A-W,2015-11-19,11:20,10,,Group,B2 v B5,Malaki Femenil,Storm,,,,,,2,2,2,3,3,12
2015-PAUC,A-W,2015-11-19,11:20,2,,Group,A1 v A4,Heist,Cheetaras,,,,,,2,2,2,3,3,12
2015-PAUC,A-W,2015-11-19,11:20,2,,Group,A1 v A4,Cheetaras,Heist,,,,,,2,2,2,2,3,11
2015-PAUC,A-W,2015-11-19,11:20,6,,Group,A2 v A6,Terra,Pantera Rosa UC,,,,,,4,4,4,3,4,19
2015-PAUC,A-W,2015-11-19,11:20,6,,Group,A2 v A6,Pantera Rosa UC,Terra,,,,,,2,2,3,2,2,11
2015-PAUC,A-W,2015-11-19,11:20,4,,Group,A3 v A5,Warriors,La Pola,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-19,11:20,4,,Group,A3 v A5,La Pola,Warriors,,,,,,1,0,1,1,1,4
2015-PAUC,A-W,2015-11-19,14:40,1,,Group,B1 v B4,Revolution,Atlantiques,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-19,14:40,1,,Group,B1 v B4,Atlantiques,Revolution,,,,,,2,2,3,3,3,13
2015-PAUC,A-W,2015-11-19,14:40,8,,Group,B3 v B7,Malafama,Thirft Shop,,,,,,2,2,3,3,2,12
2015-PAUC,A-W,2015-11-19,14:40,8,,Group,B3 v B7,Thirft Shop,Malafama,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-19,14:40,9,,Group,A5 v A6,La Pola,Pantera Rosa UC,,,,,,1,0,1,2,1,5
2015-PAUC,A-W,2015-11-19,14:40,9,,Group,A5 v A6,Pantera Rosa UC,La Pola,,,,,,1,2,1,2,0,6
2015-PAUC,A-W,2015-11-19,14:40,2,,Group,A3 v A4,Warriors,Cheetaras,,,,,,1,2,2,2,0,7
2015-PAUC,A-W,2015-11-19,14:40,2,,Group,A3 v A4,Cheetaras,Warriors,,,,,,0,0,0,0,0,0
2015-PAUC,A-W,2015-11-19,14:40,6,,Group,B2 v B6,Storm,Wild Rose,,,,,,2,2,3,2,3,12
2015-PAUC,A-W,2015-11-19,14:40,6,,Group,B2 v B6,Wild Rose,Storm,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-19,16:20,1,,Group,B1 v B2,Revolution,Storm,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-19,16:20,1,,Group,B1 v B2,Storm,Revolution,,,,,,2,2,3,2,2,11
2015-PAUC,A-W,2015-11-19,16:20,8,,Group,B3 v B4,Malafama,Atlantiques,,,,,,2,2,2,3,2,11
2015-PAUC,A-W,2015-11-19,16:20,8,,Group,B3 v B4,Atlantiques,Malafama,,,,,,2,1,2,3,3,11
2015-PAUC,A-W,2015-11-19,16:20,2,,Group,A1 v A2,Heist,Terra,,,,,,2,2,2,2,3,11
2015-PAUC,A-W,2015-11-19,16:20,2,,Group,A1 v A2,Terra,Heist,,,,,,3,4,4,4,4,19
2015-PAUC,A-W,2015-11-19,16:20,4,,Group,B5 v B6,Malaki Femenil,Wild Rose,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-19,16:20,4,,Group,B5 v B6,Wild Rose,Malaki Femenil,,,,,,2,1,2,2,2,9
2015-PAUC,A-W,2015-11-20,8:00,3,,Group,2B v 3A,Atlantiques,Terra,,,,,,2,3,3,3,2,13
2015-PAUC,A-W,2015-11-20,8:00,3,,Group,2B v 3A,Terra,Atlantiques,,,,,,3,3,3,3,3,15
2015-PAUC,A-W,2015-11-20,8:00,7,,Group,2A v 3B,Pantera Rosa UC,Storm,,,,,,2,2,2,2,3,11
2015-PAUC,A-W,2015-11-20,8:00,7,,Group,2A v 3B,Storm,Pantera Rosa UC,,,,,,1,1,2,2,2,8
2015-PAUC,A-W,2015-11-20,8:00,12,,Group,1A v 4B,Heist,Malafama,,,,,,2,2,2,2,3,11
2015-PAUC,A-W,2015-11-20,8:00,12,,Group,1A v 4B,Malafama,Heist,,,,,,2,2,3,3,2,12
2015-PAUC,A-W,2015-11-20,8:00,4,,Group,1B v 4A,Revolution,Warriors,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-20,8:00,4,,Group,1B v 4A,Warriors,Revolution,,,,,,2,2,2,3,2,11
2015-PAUC,A-W,2015-11-20,10:00,3,,Playoffs,5th Semi,Terra,Malafama,,,,,,2,2,2,3,1,10
2015-PAUC,A-W,2015-11-20,10:00,3,,Playoffs,5th Semi,Malafama,Terra,,,,,,1,1,2,2,2,8
2015-PAUC,A-W,2015-11-20,10:00,7,,Playoffs,5th Semi,Storm,Warriors,,,,,,1,2,2,2,1,8
2015-PAUC,A-W,2015-11-20,10:00,7,,Playoffs,5th Semi,Warriors,Storm,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-20,10:00,11,,Playoffs,5A v 6B,Cheetaras,Thirft Shop,,,,,,3,2,2,2,2,11
2015-PAUC,A-W,2015-11-20,10:00,11,,Playoffs,5A v 6B,Thirft Shop,Cheetaras,,,,,,2,2,2,3,2,11
2015-PAUC,A-W,2015-11-20,10:00,10,,Playoffs,6A v 7B,La Pola,Malaki Femenil,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-20,10:00,10,,Playoffs,6A v 7B,Malaki Femenil,La Pola,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-20,12:00,11,,Playoffs,5A v 7B,Cheetaras,Malaki Femenil,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-20,12:00,11,,Playoffs,5A v 7B,Malaki Femenil,Cheetaras,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-20,12:00,10,,Playoffs,5B v 6A,Wild Rose,La Pola,,,,,,2,2,3,2,2,11
2015-PAUC,A-W,2015-11-20,12:00,10,,Playoffs,5B v 6A,La Pola,Wild Rose,,,,,,1,1,2,2,3,9
2015-PAUC,A-W,2015-11-20,14:00,5,,Playoffs,Semi,Pantera Rosa UC,Revolution,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-20,14:00,5,,Playoffs,Semi,Revolution,Pantera Rosa UC,,,,,,2,2,3,3,2,12
2015-PAUC,A-W,2015-11-20,14:00,1,,Playoffs,Semi,Atlantiques,Heist,,,,,,2,1,2,2,3,10
2015-PAUC,A-W,2015-11-20,14:00,1,,Playoffs,Semi,Heist,Atlantiques,,,,,,3,2,2,3,3,13
2015-PAUC,A-W,2015-11-20,14:00,11,,Placement,7th,Terra,Storm,,,,,,3,2,2,2,4,13
2015-PAUC,A-W,2015-11-20,14:00,11,,Placement,7th,Storm,Terra,,,,,,2,2,2,2,3,11
2015-PAUC,A-W,2015-11-20,14:00,10,,Placement,5th,Warriors,Malafama,,,,,,1,2,2,2,2,9
2015-PAUC,A-W,2015-11-20,14:00,10,,Placement,5th,Malafama,Warriors,,,,,,0,1,0,2,2,5
2015-PAUC,A-W,2015-11-20,16:00,1,,Placement,3rd,Atlantiques,Pantera Rosa UC,,,,,,2,2,3,3,3,13
2015-PAUC,A-W,2015-11-20,16:00,1,,Placement,3rd,Pantera Rosa UC,Atlantiques,,,,,,2,2,2,2,2,10
2015-PAUC,A-W,2015-11-20,16:00,11,,Placement,5A v 5B,Cheetaras,Wild Rose,,,,,,3,3,3,3,2,14
2015-PAUC,A-W,2015-11-20,16:00,11,,Placement,5A v 5B,Wild Rose,Cheetaras,,,,,,2,2,3,3,2,12
2015-PAUC,A-W,2015-11-20,16:00,10,,Placement,6A v 6B,La Pola,Thirft Shop,,,,,,1,2,2,3,2,10
2015-PAUC,A-W,2015-11-20,16:00,10,,Placement,6A v 6B,Thirft Shop,La Pola,,,,,,2,2,2,3,3,12
2015-PAUC,A-W,2015-11-21,15:00,5,,Finals,1st,Heist,Revolution,,,,,,1,2,2,1,3,9
2015-PAUC,A-W,2015-11-21,15:00,5,,Finals,1st,Revolution,Heist,,,,,,2,2,3,3,3,13
2015-PAUC,M-O,2015-11-18,8:00,12,,Group,A4 v A7,Master México,Reckon,,,,,,3,3,3,3,3,15
2015-PAUC,M-O,2015-11-18,8:00,12,,Group,A4 v A7,Reckon,Master México,,,,,,3,3,2,3,2,13
2015-PAUC,M-O,2015-11-18,8:00,11,,Group,A1 v A5,Black Cans & Highlands,BAM!,,,,,,2,2,3,3,2,12
2015-PAUC,M-O,2015-11-18,8:00,11,,Group,A1 v A5,BAM!,Black Cans & Highlands,,,,,,2,2,3,4,2,13
2015-PAUC,M-O,2015-11-18,8:00,2,,Group,A3 v A6,NSOM,Forgotten,,,,,,2,2,2,2,2,10
2015-PAUC,M-O,2015-11-18,8:00,2,,Group,A3 v A6,Forgotten,NSOM,,,,,,2,2,2,2,2,10
2015-PAUC,M-O,2015-11-18,11:20,11,,Group,A1 v A7,Black Cans & Highlands,Reckon,,,,,,2,2,3,2,2,11
2015-PAUC,M-O,2015-11-18,11:20,11,,Group,A1 v A7,Reckon,Black Cans & Highlands,,,,,,2,1,2,2,2,9
2015-PAUC,M-O,2015-11-18,11:20,3,,Group,A2 v A5,Tejas,BAM!,,,,,,2,3,2,2,2,11
2015-PAUC,M-O,2015-11-18,11:20,3,,Group,A2 v A5,BAM!,Tejas,,,,,,2,2,3,2,2,11
2015-PAUC,M-O,2015-11-18,11:20,2,,Group,A4 v A6,Master México,Forgotten,,,,,,3,2,3,3,2,13
2015-PAUC,M-O,2015-11-18,11:20,2,,Group,A4 v A6,Forgotten,Master México,,,,,,2,2,2,3,3,12
2015-PAUC,M-O,2015-11-18,14:40,4,,Group,A1 v A6,Black Cans & Highlands,Forgotten,,,,,,2,2,2,2,2,10
2015-PAUC,M-O,2015-11-18,14:40,4,,Group,A1 v A6,Forgotten,Black Cans & Highlands,,,,,,3,3,3,3,2,14
2015-PAUC,M-O,2015-11-18,14:40,12,,Group,A2 v A7,Tejas,Reckon,,,,,,1,2,2,2,2,9
2015-PAUC,M-O,2015-11-18,14:40,12,,Group,A2 v A7,Reckon,Tejas,,,,,,2,2,2,2,2,10
2015-PAUC,M-O,2015-11-18,14:40,11,,Group,A3 v A5,NSOM,BAM!,,,,,,2,2,2,2,2,10
2015-PAUC,M-O,2015-11-18,14:40,11,,Group,A3 v A5,BAM!,NSOM,,,,,,2,1,2,2,3,10
2015-PAUC,M-O,2015-11-18,16:20,4,,Group,A1 v A3,Black Cans & Highlands,NSOM,,,,,,2,2,1,2,2,9
2015-PAUC,M-O,2015-11-18,16:20,4,,Group,A1 v A3,NSOM,Black Cans & Highlands,,,,,,3,3,3,2,2,13
2015-PAUC,M-O,2015-11-18,16:20,12,,Group,A2 v A4,Tejas,Master México,,,,,,3,4,3,4,2,16
2015-PAUC,M-O,2015-11-18,16:20,12,,Group,A2 v A4,Master México,Tejas,,,,,,3,3,3,4,3,16
2015-PAUC,M-O,2015-11-18,16:20,11,,Group,A5 v A7,BAM!,Reckon,,,,,,2,2,3,4,2,13
2015-PAUC,M-O,2015-11-18,16:20,11,,Group,A5 v A7,Reckon,BAM!,,,,,,2,2,2,3,2,11
2015-PAUC,M-O,2015-11-19,8:00,1,,Group,A2 v A3,Tejas,NSOM,,,,,,2,1,2,3,3,11
2015-PAUC,M-O,2015-11-19,8:00,1,,Group,A2 v A3,NSOM,Tejas,,,,,,3,2,3,2,2,12
2015-PAUC,M-O,2015-11-19,8:00,5,,Group,A4 v A5,Master México,BAM!,,,,,,3,2,3,3,3,14
2015-PAUC,M-O,2015-11-19,8:00,5,,Group,A4 v A5,BAM!,Master México,,,,,,2,1,2,3,3,11
2015-PAUC,M-O,2015-11-19,8:00,8,,Group,A6 v A7,Forgotten,Reckon,,,,,,2,3,3,3,2,13
2015-PAUC,M-O,2015-11-19,8:00,8,,Group,A6 v A7,Reckon,Forgotten,,,,,,2,2,2,2,2,10
2015-PAUC,M-O,2015-11-19,11:20,3,,Group,A1 v A4,Black Cans & Highlands,Master México,,,,,,2,2,3,3,2,12
2015-PAUC,M-O,2015-11-19,11:20,3,,Group,A1 v A4,Master México,Black Cans & Highlands,,,,,,2,1,2,2,3,10
2015-PAUC,M-O,2015-11-19,11:20,12,,Group,A2 v A6,Tejas,Forgotten,,,,,,2,3,4,3,2,14
2015-PAUC,M-O,2015-11-19,11:20,12,,Group,A2 v A6,Forgotten,Tejas,,,,,,3,2,2,3,3,13
2015-PAUC,M-O,2015-11-19,11:20,7,,Group,A3 v A7,NSOM,Reckon,,,,,,2,2,2,0,1,7
2015-PAUC,M-O,2015-11-19,11:20,7,,Group,A3 v A7,Reckon,NSOM,,,,,,1,1,2,2,2,8
2015-PAUC,M-O,2015-11-19,16:20,5,,Group,A3 v A4,NSOM,Master México,,,,,,2,2,3,2,2,11
2015-PAUC,M-O,2015-11-19,16:20,5,,Group,A3 v A4,Master México,NSOM,,,,,,2,1,2,3,2,10
2015-PAUC,M-O,2015-11-19,16:20,6,,Group,A1 v A2,Black Cans & Highlands,Tejas,,,,,,2,2,2,2,3,11
2015-PAUC,M-O,2015-11-19,16:20,6,,Group,A1 v A2,Tejas,Black Cans & Highlands,,,,,,1,2,2,2,2,9
2015-PAUC,M-O,2015-11-19,16:20,3,,Group,A5 v A6,BAM!,Forgotten,,,,,,2,1,2,1,3,9
2015-PAUC,M-O,2015-11-19,16:20,3,,Group,A5 v A6,Forgotten,BAM!,,,,,,2,2,2,2,2,10
2015-PAUC,M-O,2015-11-20,12:00,7,,Group,6A v 7A,Forgotten,Master México,,,,,,3,3,3,3,3,15
2015-PAUC,M-O,2015-11-20,12:00,7,,Group,6A v 7A,Master México,Forgotten,,,,,,2,1,3,2,2,10
2015-PAUC,M-O,2015-11-20,14:00,2,,Group,1A v 4A,Reckon,Black Cans & Highlands,,,,,,2,1,2,2,2,9
2015-PAUC,M-O,2015-11-20,14:00,2,,Group,1A v 4A,Black Cans & Highlands,Reckon,,,,,,3,2,2,2,2,11
2015-PAUC,M-O,2015-11-20,14:00,6,,Group,2A v 3A,NSOM,Tejas,,,,,,2,2,2,3,2,11
2015-PAUC,M-O,2015-11-20,14:00,6,,Group,2A v 3A,Tejas,NSOM,,,,,,2,1,2,2,2,9
2015-PAUC,M-O,2015-11-20,14:00,7,,Group,5A v 6A,BAM!,Forgotten,,,,,,3,3,4,4,4,18
2015-PAUC,M-O,2015-11-20,14:00,7,,Group,5A v 6A,Forgotten,BAM!,,,,,,2,1,2,3,3,11
2015-PAUC,M-O,2015-11-20,16:00,6,,Placement,3rd,NSOM,Reckon,,,,,,1,1,2,1,2,7
2015-PAUC,M-O,2015-11-20,16:00,6,,Placement,3rd,Reckon,NSOM,,,,,,2,1,2,2,2,9
2015-PAUC,M-O,2015-11-20,16:00,7,,Placement,5A v 7A,BAM!,Master México,,,,,,2,2,2,3,3,12
2015-PAUC,M-O,2015-11-20,16:00,7,,Placement,5A v 7A,Master México,BAM!,,,,,,3,3,3,2,3,14
2015-PAUC,M-O,2015-11-21,8:00,5,,Finals,1st,Black Cans & Highlands,Tejas,,,,,,2,3,3,3,2,13
2015-PAUC,M-O,2015-11-21,8:00,5,,Finals,1st,Tejas,Black Cans & Highlands,,,,,,3,3,3,3,3,15
