Event,Division,Day,Time,Field #,Field,Stage,Game Type,Team,Opponent,Rules,Fouls,Fair,Positive,Com,Our
2014 WUCC,A-W,2014-08-07,,,,,,Cosmic Girls,Showdown,2,1,1,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,Scandal,Iceni,3,2,3,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,Iceni,Scandal,2,2,3,3,2,
2014 WUCC,M-M,2014-08-07,,,,,,Mokonui,Gronical Dizziness,2,1,2,3,2,
2014 WUCC,M-M,2014-08-07,,,,,,Gronical Dizziness,Mokonui,2,2,2,3,3,
2014 WUCC,A-W,2014-08-07,,,,,,Sin City,Prague Devils,2,2,3,2,3,
2014 WUCC,A-W,2014-08-07,,,,,,Prague Devils,Sin City,2,2,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,ZUF,Copenhagen Hucks,2,2,3,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,Copenhagen Hucks,ZUF,2,3,3,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,Fire of Anatolia,Grandmaster Flash,2,2,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Grandmaster Flash,Fire of Anatolia,2,2,2,3,3,
2014 WUCC,M-M,2014-08-07,,,,,,Goldfingers,El Dorado,1,2,2,2,2,
2014 WUCC,M-M,2014-08-07,,,,,,El Dorado,Goldfingers,2,2,2,1,1,
2014 WUCC,A-W,2014-08-07,,,,,,Nice Bristols,LMS Ultimate,2,2,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,LMS Ultimate,Nice Bristols,3,2,4,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,Johnny Bravo,Ragnarok,2,1,2,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Ragnarok,Johnny Bravo,2,2,1,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Flying Angels Bern (FAB),Ranelagh,2,2,3,2,3,
2014 WUCC,A-M,2014-08-07,,,,,,Ranelagh,Flying Angels Bern (FAB),2,2,3,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Heidees Mixed,Drag'n Thrust,2,2,3,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Drag'n Thrust,Heidees Mixed,3,2,3,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Ghost Ultimate,BIVNI,2,2,3,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,BIVNI,Ghost Ultimate,2,2,2,4,2,
2014 WUCC,M-M,2014-08-07,,,,,,Surly,Phat Chilly,3,2,2,3,3,
2014 WUCC,M-M,2014-08-07,,,,,,Phat Chilly,Surly,2,2,3,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Friselis,UFO-nl,1,1,3,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,UFO,Friselis,2,2,2,1,2,
2014 WUCC,M-M,2014-08-07,,,,,,FIGJAM,Zimmer,2,2,3,2,2,
2014 WUCC,M-M,2014-08-07,,,,,,Zimmer,FIGJAM,2,0,2,1,2,
2014 WUCC,M-M,2014-08-07,,,,,,Vigi,Johnny Encore,2,1,2,2,2,
2014 WUCC,M-M,2014-08-07,,,,,,Johnny Encore,Vigi,2,2,3,2,3,
2014 WUCC,M-M,2014-08-07,,,,,,NSOM,MTX,2,3,2,3,3,
2014 WUCC,M-M,2014-08-07,,,,,,MTX,NSOM,2,3,3,3,3,
2014 WUCC,M-M,2014-08-07,,,,,,Wolpertinger,Winnipeg Flood,2,2,2,1,2,
2014 WUCC,M-M,2014-08-07,,,,,,Winnipeg Flood,Wolpertinger,3,2,3,3,2,
2014 WUCC,M-M,2014-08-07,,,,,,Blue Arse Flies,Ultimate Bergamo - Mucche,2,2,2,2,2,
2014 WUCC,M-M,2014-08-07,,,,,,Ultimate Bergamo - Mucche,Blue Arse Flies,1,2,2,2,1,
2014 WUCC,M-M,2014-08-07,,,,,,Boneyard,UFO-fi,2,2,3,3,2,
2014 WUCC,M-M,2014-08-07,,,,,,UFO,Boneyard,2,1,3,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Team Fisher Price,Gecko,3,2,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Gecko,Team Fisher Price,3,4,4,4,4,
2014 WUCC,A-X,2014-08-07,,,,,,Wild Card,The Ghosts,2,2,3,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,The Ghosts,Wild Card,2,2,3,3,3,
2014 WUCC,M-W,2014-08-07,,,,,,Welldone,Guacamayas,3,3,3,3,4,
2014 WUCC,M-W,2014-08-07,,,,,,Guacamayas,Welldone,2,3,3,2,3,
2014 WUCC,A-X,2014-08-07,,,,,,Shiok,Polar Bears,3,3,3,4,3,
2014 WUCC,A-X,2014-08-07,,,,,,Polar Bears,Shiok,3,2,4,4,3,
2014 WUCC,A-X,2014-08-07,,,,,,Fire of Anatolia,Junk,2,2,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Junk,Fire of Anatolia,2,3,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,E6,YAKA,2,1,1,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,YAKA,E6,2,2,1,2,2,
2014 WUCC,M-M,2014-08-07,,,,,,Eastern Greys,JUNK,2,2,3,3,3,
2014 WUCC,M-M,2014-08-07,,,,,,JUNK,Eastern Greys,2,1,1,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Heidees,Phoenix,2,0,1,1,2,
2014 WUCC,A-M,2014-08-07,,,,,,Phoenix,Heidees,1,2,1,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Mojra,Mor ho!,2,3,2,3,2,
2014 WUCC,A-M,2014-08-07,,,,,,Mor ho!,Mojra,2,3,2,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,Relámpagos Ultimate Club,CamboCakes,2,2,3,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,CamboCakes,Relámpagos Ultimate Club,1,2,2,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Gigolo,BASE,2,3,3,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,BASE,Gigolo,1,1,3,1,2,
2014 WUCC,A-W,2014-08-07,,,,,,REVOLUTION,Scandal,2,2,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,Scandal,REVOLUTION,3,3,3,3,3,
2014 WUCC,M-M,2014-08-07,,,,,,Yanomami,Ultimate Vibration,1,1,2,0,1,
2014 WUCC,M-M,2014-08-07,,,,,,Ultimate Vibration,Yanomami,1,0,2,2,3,
2014 WUCC,A-W,2014-08-07,,,,,,Brilliance,LayD's,2,1,2,1,1,
2014 WUCC,A-W,2014-08-07,,,,,,LayD's,Brilliance,2,1,2,2,1,
2014 WUCC,A-W,2014-08-07,,,,,,Fury,HUCK,3,3,3,3,3,
2014 WUCC,A-W,2014-08-07,,,,,,HUCK,Fury,3,2,1,1,3,
2014 WUCC,A-X,2014-08-07,,,,,,Black Eagles,Hippo,2,2,3,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,Hippo,Black Eagles,3,3,3,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,Sockeye,Furious George,2,2,2,1,1,
2014 WUCC,A-M,2014-08-07,,,,,,Furious George,Sockeye,3,2,3,4,4,
2014 WUCC,A-X,2014-08-07,,,,,,Batmania,Roadkill,2,3,4,4,4,
2014 WUCC,A-X,2014-08-07,,,,,,Roadkill,Batmania,3,1,3,2,1,
2014 WUCC,A-X,2014-08-07,,,,,,Black Sheep,Hanabi,2,2,2,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Hanabi,Black Sheep,1,1,2,1,3,
2014 WUCC,A-M,2014-08-07,,,,,,Buzz Bullets,Johnny Bravo,2,2,3,3,2,
2014 WUCC,A-M,2014-08-07,,,,,,Johnny Bravo,Buzz Bullets,2,2,3,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,Euforia,Mubidisk,2,2,4,3,4,
2014 WUCC,A-M,2014-08-07,,,,,,Mubidisk,Euforia,2,2,3,2,3,
2014 WUCC,A-M,2014-08-07,,,,,,Sublime,FWD>>,2,2,2,3,2,
2014 WUCC,A-M,2014-08-07,,,,,,FWD>>,Sublime,2,2,3,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Bad Skid,Iznogood,2,2,3,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Iznogood,Bad Skid,3,2,2,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,Union,Stache,2,1,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Stache,Union,2,2,2,2,3,
2014 WUCC,A-M,2014-08-07,,,,,,Revolver,Clapham Ultimate,1,2,2,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Clapham Ultimate,Revolver,2,3,3,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,Crackerjacks Ultimate,Fénix Ultimate,2,2,2,2,1,
2014 WUCC,A-M,2014-08-07,,,,,,Fénix Ultimate,Crackerjacks Ultimate,2,2,2,1,2,
2014 WUCC,A-W,2014-08-07,,,,,,Artemis,Prague Devils,2,3,3,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,Prague Devils,Artemis,2,2,3,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Hanabi,The Ghosts,2,2,3,3,4,
2014 WUCC,A-X,2014-08-07,,,,,,The Ghosts,Hanabi,3,3,3,3,3,
2014 WUCC,A-W,2014-08-07,,,,,,UNO,Riot,2,1,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,Riot,UNO,1,1,2,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,SLASH,FUJ,1,2,3,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,FUJ,SLASH,2,3,2,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Grandmaster Flash,W.underteam,1,2,2,1,2,
2014 WUCC,A-X,2014-08-07,,,,,,W.underteam,Grandmaster Flash,2,1,2,2,1,
2014 WUCC,A-X,2014-08-07,,,,,,Bear Cavalry,Cambridge Ultimate,1,2,2,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Cambridge Ultimate,Bear Cavalry,1,2,4,3,2,
2014 WUCC,A-M,2014-08-07,,,,,,Lézer Pávák,Espoo Ultimate Club - Otso,2,2,3,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Espoo Ultimate Club - Otso,Lézer Pávák,2,2,2,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Loquitos,Prague Devils,2,3,2,3,2,
2014 WUCC,A-M,2014-08-07,,,,,,Prague Devils,Loquitos,2,3,4,3,2,
2014 WUCC,A-M,2014-08-07,,,,,,Magon,KFUM Örebro,2,1,1,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,KFUM Örebro,Magon,2,2,3,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Mooncatchers,Wildcats,2,2,3,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,Wildcats,Mooncatchers,2,2,3,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,Bear Cavalry,Heidees Mixed,3,2,3,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,Heidees Mixed,Bear Cavalry,3,1,2,3,2,
2014 WUCC,A-M,2014-08-07,,,,,,Heidees,Colony,2,1,3,3,2,
2014 WUCC,A-M,2014-08-07,,,,,,Colony,Heidees,3,3,3,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,Cosmic Girls,Atletico,1,2,1,1,1,
2014 WUCC,A-W,2014-08-07,,,,,,Atletico,Cosmic Girls,1,1,1,2,1,
2014 WUCC,A-X,2014-08-07,,,,,,Gecko,Stache,2,2,3,2,3,
2014 WUCC,A-X,2014-08-07,,,,,,Stache,Gecko,2,2,2,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,Traffic,Showdown,1,1,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,Showdown,Traffic,1,1,1,1,1,
2014 WUCC,A-X,2014-08-07,,,,,,Union,Team Fisher Price,2,2,1,1,2,
2014 WUCC,A-X,2014-08-07,,,,,,Team Fisher Price,Union,3,3,4,4,4,
2014 WUCC,A-X,2014-08-07,,,,,,Polar Bears,Roadkill,3,3,3,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Roadkill,Polar Bears,2,3,2,3,3,
2014 WUCC,M-W,2014-08-07,,,,,,GOLDEN GIRLS,PRIMAL,2,2,2,3,3,
2014 WUCC,M-W,2014-08-07,,,,,,PRIMAL,GOLDEN GIRLS,2,2,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Drag'n Thrust,Cambridge Ultimate,2,2,3,3,3,
2014 WUCC,A-X,2014-08-07,,,,,,Cambridge Ultimate,Drag'n Thrust,2,1,2,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,U de Cologne,QUB,1,1,1,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,QUB,U de Cologne,2,2,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,Iceni,Fusion,1,2,2,1,2,
2014 WUCC,A-W,2014-08-07,,,,,,Fusion,Iceni,2,1,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Element,China United Ultimate Party,1,2,3,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,China United Ultimate Party,Element,2,3,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Shiok,Batmania,1,2,2,1,3,
2014 WUCC,A-X,2014-08-07,,,,,,Batmania,Shiok,1,2,1,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Black Sheep,Wild Card,1,2,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Wild Card,Black Sheep,2,2,3,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,Woodchicas,Sporting Team Box Athletico United,2,2,3,1,2,
2014 WUCC,A-W,2014-08-07,,,,,,Sporting Team Box Athletico United,Woodchicas,1,2,1,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,Nice Bristols,MUD,2,2,2,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,MUD,Nice Bristols,1,2,3,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,ZUF,YAKA,2,2,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,YAKA,ZUF,2,2,2,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,CUSB Shout,LMS Ultimate,2,2,1,2,3,
2014 WUCC,A-W,2014-08-07,,,,,,LMS Ultimate,CUSB Shout,2,2,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Outsiterz,Last Stand,1,2,4,4,3,
2014 WUCC,A-X,2014-08-07,,,,,,Last Stand,Outsiterz,2,3,3,4,3,
2014 WUCC,A-W,2014-08-07,,,,,,Sin City,Catarinas,2,1,2,2,2,
2014 WUCC,A-W,2014-08-07,,,,,,Catarinas,Sin City,2,2,3,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Saints,Royal Goaltimate Society,1,1,0,1,1,
2014 WUCC,A-X,2014-08-07,,,,,,Royal Goaltimate Society,Saints,2,1,3,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Saxy Divers,Catchup Graz,2,2,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Catchup Graz,Saxy Divers,1,2,3,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,E6,Copenhagen Hucks,2,0,2,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,Copenhagen Hucks,E6,2,1,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,BonDisc'Manche (BDM),Disc-o-Fever,2,2,2,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Disc-o-Fever,BonDisc'Manche (BDM),2,2,2,3,2,
2014 WUCC,M-W,2014-08-07,,,,,,Welldone,Vintage,2,2,2,2,2,
2014 WUCC,M-W,2014-08-07,,,,,,Vintage,Welldone,2,2,2,3,2,
2014 WUCC,M-W,2014-08-07,,,,,,Funky Master,SANZ,1,2,1,2,1,
2014 WUCC,M-W,2014-08-07,,,,,,SANZ,Funky Master,2,2,2,2,1,
2014 WUCC,A-M,2014-08-07,,,,,,Boston Ironside,Ragnarok,2,3,3,4,3,
2014 WUCC,A-M,2014-08-07,,,,,,Ragnarok,Boston Ironside,2,2,3,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,Rogue,UFO,2,3,2,3,2,
2014 WUCC,A-W,2014-08-07,,,,,,UFO,Rogue,2,2,3,3,3,
2014 WUCC,A-M,2014-08-07,,,,,,Phoenix,Nomadic Tribe,2,1,2,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Nomadic Tribe,Phoenix,2,2,2,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Lucky Grass,East Midlands Open Ultimate,2,2,3,1,2,
2014 WUCC,A-M,2014-08-07,,,,,,East Midlands Open Ultimate,Lucky Grass,2,1,2,2,2,
2014 WUCC,M-W,2014-08-07,,,,,,Godiva,ROBOT,2,3,3,3,2,
2014 WUCC,M-W,2014-08-07,,,,,,ROBOT,Godiva,3,2,3,2,2,
2014 WUCC,A-X,2014-08-07,,,,,,Croccali,Macondo,2,2,2,3,2,
2014 WUCC,A-X,2014-08-07,,,,,,Macondo,Croccali,2,2,3,2,3,
2014 WUCC,A-X,2014-08-07,,,,,,7 Bees Ultimate Team,Panthers Bern,2,1,2,4,3,
2014 WUCC,A-X,2014-08-07,,,,,,Panthers Bern,7 Bees Ultimate Team,2,3,3,3,2,
2014 WUCC,M-W,2014-08-07,,,,,,Funky Master,Vintage,3,2,2,3,3,
2014 WUCC,M-W,2014-08-07,,,,,,Vintage,Funky Master,2,2,2,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,Melbourne Juggernaut,General Strike,1,3,2,2,3,
2014 WUCC,A-M,2014-08-07,,,,,,General Strike,Melbourne Juggernaut,3,2,2,2,3,
2014 WUCC,A-M,2014-08-07,,,,,,Clapham Ultimate,East Midlands Open Ultimate,2,2,2,2,2,
2014 WUCC,A-M,2014-08-07,,,,,,East Midlands Open Ultimate,Clapham Ultimate,1,2,2,2,3,
2014 WUCC,M-W,2014-08-07,,,,,,Godiva,SANZ,2,2,3,3,2,
2014 WUCC,M-W,2014-08-07,,,,,,SANZ,Godiva,2,2,3,2,2,
2014 WUCC,A-W,2014-08-08,09:00,,,,,Fury,Showdown,2,3,2,2,2,
2014 WUCC,A-W,2014-08-08,09:00,,,,,Showdown,Fury,1,1,2,2,2,
2014 WUCC,A-W,2014-08-08,09:00,,,,,Riot,Scandal,2,2,2,1,1,
2014 WUCC,A-W,2014-08-08,09:00,,,,,Scandal,Riot,2,2,4,3,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Outsiterz,SLASH,2,3,3,4,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,SLASH,Outsiterz,1,2,1,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Batmania,Stache,3,3,2,3,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Stache,Batmania,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Loquitos,Magon,2,2,3,2,1,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Magon,Loquitos,2,3,3,3,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,China United Ultimate Party,Black Eagles,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Black Eagles,China United Ultimate Party,2,2,3,3,3,
2014 WUCC,A-W,2014-08-08,09:00,,,,,Iceni,U de Cologne,2,2,3,2,2,
2014 WUCC,A-W,2014-08-08,09:00,,,,,U de Cologne,Iceni,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Boston Ironside,Lucky Grass,3,3,4,3,3,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Lucky Grass,Boston Ironside,3,2,3,2,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Black Sheep,Heidees Mixed,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Heidees Mixed,Black Sheep,2,2,3,2,1,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Clapham Ultimate,Buzz Bullets,2,1,4,3,3,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Buzz Bullets,Clapham Ultimate,2,3,3,3,2,
2014 WUCC,M-M,2014-08-08,09:00,,,,,Dedushka,Goldfingers,2,2,2,3,3,
2014 WUCC,M-M,2014-08-08,09:00,,,,,Goldfingers,Dedushka,2,3,3,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Shiok,Gecko,1,0,1,1,1,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Gecko,Shiok,3,2,2,2,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Wild Card,Bear Cavalry,3,3,3,3,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Bear Cavalry,Wild Card,3,1,2,3,3,
2014 WUCC,M-M,2014-08-08,09:00,,,,,Eastern Greys,Mokonui,2,2,3,3,2,
2014 WUCC,M-M,2014-08-08,09:00,,,,,Mokonui,Eastern Greys,2,2,3,3,2,
2014 WUCC,M-M,2014-08-08,09:00,,,,,Zimmer,Surly,2,2,2,2,2,
2014 WUCC,M-M,2014-08-08,09:00,,,,,Surly,Zimmer,3,2,3,3,3,
2014 WUCC,M-M,2014-08-08,09:00,,,,,Vigi,UFO-fi,2,2,3,3,2,
2014 WUCC,M-M,2014-08-08,09:00,,,,,UFO,Vigi,2,3,3,3,2,
2014 WUCC,A-W,2014-08-08,09:00,,,,,Traffic,HUCK,2,2,3,3,2,
2014 WUCC,A-W,2014-08-08,09:00,,,,,HUCK,Traffic,3,3,3,2,2,
2014 WUCC,M-M,2014-08-08,09:00,,,,,El Dorado,MM,1,2,1,1,1,
2014 WUCC,M-M,2014-08-08,09:00,,,,,MM,El Dorado,1,2,2,3,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Crackerjacks Ultimate,Espoo Ultimate Club - Otso,2,1,1,1,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Espoo Ultimate Club - Otso,Crackerjacks Ultimate,1,1,2,2,2,
2014 WUCC,M-M,2014-08-08,09:00,,,,,Gronical Dizziness,JUNK,2,2,2,3,2,
2014 WUCC,M-M,2014-08-08,09:00,,,,,JUNK,Gronical Dizziness,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,FUJ,Last Stand,1,2,2,3,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Last Stand,FUJ,1,2,2,2,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Furious George,Heidees,1,2,1,2,1,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Heidees,Furious George,2,1,3,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Element,Hippo,2,1,2,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Hippo,Element,3,3,4,4,3,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Lézer Pávák,Fénix Ultimate,2,2,2,3,3,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Fénix Ultimate,Lézer Pávák,2,2,2,2,3,
2014 WUCC,A-W,2014-08-08,09:00,,,,,Fusion,QUB,2,1,2,1,2,
2014 WUCC,A-W,2014-08-08,09:00,,,,,QUB,Fusion,2,3,2,3,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Nomadic Tribe,General Strike,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,General Strike,Nomadic Tribe,1,0,2,2,1,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Saints,W.underteam,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,W.underteam,Saints,1,0,1,1,1,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Disc-o-Fever,Catchup Graz,2,3,3,3,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Catchup Graz,Disc-o-Fever,2,1,3,2,3,
2014 WUCC,A-W,2014-08-08,09:00,,,,,REVOLUTION,UNO,1,2,0,2,1,
2014 WUCC,A-W,2014-08-08,09:00,,,,,UNO,REVOLUTION,2,1,1,1,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,KFUM Örebro,Prague Devils,1,2,2,3,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Prague Devils,KFUM Örebro,2,2,3,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,BonDisc'Manche (BDM),Saxy Divers,2,2,1,1,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Saxy Divers,BonDisc'Manche (BDM),2,2,2,1,1,
2014 WUCC,A-M,2014-08-08,09:00,,,,,Flying Angels Bern (FAB),BASE,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,09:00,,,,,BASE,Flying Angels Bern (FAB),2,2,3,2,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Roadkill,Union,2,1,2,1,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Union,Roadkill,2,2,2,3,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Grandmaster Flash,Royal Goaltimate Society,2,3,2,3,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Royal Goaltimate Society,Grandmaster Flash,2,3,2,3,2,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Polar Bears,Team Fisher Price,2,1,3,3,3,
2014 WUCC,A-X,2014-08-08,09:00,,,,,Team Fisher Price,Polar Bears,3,3,3,3,3,
2014 WUCC,M-W,2014-08-07,09:00,,,,,GOLDEN GIRLS,ROBOT,2,1,3,2,2,
2014 WUCC,M-W,2014-08-07,,,,,,ROBOT,GOLDEN GIRLS,2,2,3,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,7 Bees Ultimate Team,Fire of Anatolia,2,3,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Fire of Anatolia,7 Bees Ultimate Team,1,1,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Croccali,Sexy Legs,2,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Sexy Legs,Croccali,2,2,2,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,Catarinas,UFO,3,3,2,3,3,
2014 WUCC,A-W,2014-08-08,,,,,,UFO,Catarinas,1,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Mephisto,Frizzly Bears,2,3,3,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Frizzly Bears,Mephisto,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Gigolo,Ranelagh,4,3,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Ranelagh,Gigolo,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Sublime,Bad Skid,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Bad Skid,Sublime,2,2,3,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Wolpertinger,Blue Arse Flies,1,2,3,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Blue Arse Flies,Wolpertinger,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Mooncatchers,Euforia,2,1,2,1,1,
2014 WUCC,A-M,2014-08-08,,,,,,Euforia,Mooncatchers,1,2,2,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,MTX,Yanomami,2,2,2,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Yanomami,MTX,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,BIVNI,Friselis,2,1,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Friselis,BIVNI,2,2,2,3,3,
2014 WUCC,A-W,2014-08-08,,,,,,Artemis,LayD's,2,2,2,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,LayD's,Artemis,2,2,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Comunidad el Oso,Viksjöfors IF Ultimate,2,3,2,2,2,
