Event,Division,Day,Time,Field #,Field,Stage,Game Type,Team,Opponent,Rules,Fouls,Fair,Positive,Com,Our
2014 WUCC,A-M,2014-08-08,,,,,,Viksjöfors IF Ultimate,Comunidad el Oso,2,3,2,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,UFO,Zimmer,3,2,3,2,3,
2014 WUCC,M-M,2014-08-08,,,,,,Zimmer,UFO-fi,2,3,3,2,3,
2014 WUCC,A-M,2014-08-08,,,,,,Relámpagos Ultimate Club,Mor ho!,2,2,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Mor ho!,Relámpagos Ultimate Club,1,1,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Ghost Ultimate,UFO-nl,1,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,UFO,Ghost Ultimate,2,2,3,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Ultimate Bergamo - Mucche,Winnipeg Flood,2,2,3,3,2,
2014 WUCC,M-M,2014-08-08,,,,,,Winnipeg Flood,Ultimate Bergamo - Mucche,3,2,3,2,3,
2014 WUCC,A-X,2014-08-08,,,,,,Drag'n Thrust,The Ghosts,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,The Ghosts,Drag'n Thrust,1,1,1,2,1,
2014 WUCC,A-X,2014-08-08,,,,,,Corocotta,Macondo,0,1,1,1,1,
2014 WUCC,A-X,2014-08-08,,,,,,Macondo,Corocotta,0,2,0,0,0,
2014 WUCC,A-W,2014-08-08,,,,,,Brilliance,Prague Devils,1,2,3,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,Prague Devils,Brilliance,2,1,1,2,1,
2014 WUCC,A-W,2014-08-08,,,,,,Sin City,Rogue,2,2,2,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,Rogue,Sin City,1,2,2,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Junk,Panthers Bern,2,3,3,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Panthers Bern,Junk,2,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Cambridge Ultimate,Hanabi,2,1,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Hanabi,Cambridge Ultimate,1,1,1,1,2,
2014 WUCC,A-M,2014-08-08,,,,,,CamboCakes,Mojra,2,2,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,Mojra,CamboCakes,2,3,2,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Nomadic Tribe,Lucky Grass,2,2,2,2,1,
2014 WUCC,A-M,2014-08-08,,,,,,Lucky Grass,Nomadic Tribe,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Sockeye,Colony,2,2,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,Colony,Sockeye,2,1,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Boston Ironside,General Strike,2,3,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,General Strike,Boston Ironside,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Johnny Bravo,Revolver,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Revolver,Johnny Bravo,2,2,3,3,3,
2014 WUCC,M-M,2014-08-08,,,,,,Phat Chilly,FIGJAM,2,2,2,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,FIGJAM,Phat Chilly,2,3,3,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Boneyard,Johnny Encore,2,2,3,2,3,
2014 WUCC,M-M,2014-08-08,,,,,,Johnny Encore,Boneyard,2,1,2,2,3,
2014 WUCC,A-M,2014-08-08,,,,,,Freespeed,CUS Bologna,2,3,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,CUS Bologna,Freespeed,3,2,3,4,2,
2014 WUCC,A-M,2014-08-08,,,,,,Crackerjacks Ultimate,Magon,1,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Magon,Crackerjacks Ultimate,2,2,3,2,3,
2014 WUCC,A-M,2014-08-08,,,,,,Prague Devils,Fénix Ultimate,2,2,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,Fénix Ultimate,Prague Devils,2,2,3,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,CUSB Shout,Copenhagen Hucks,2,2,3,2,1,
2014 WUCC,A-W,2014-08-08,,,,,,Copenhagen Hucks,CUSB Shout,2,2,2,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Goldfingers,Mokonui,2,2,1,3,3,
2014 WUCC,M-M,2014-08-08,,,,,,Mokonui,Goldfingers,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Espoo Ultimate Club - Otso,Loquitos,2,2,3,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Loquitos,Espoo Ultimate Club - Otso,2,2,2,2,2,
2014 WUCC,M-W,2014-08-08,,,,,,SANZ,Godiva,2,2,2,3,3,
2014 WUCC,M-W,2014-08-08,,,,,,Godiva,SANZ,2,3,2,3,1,
2014 WUCC,M-M,2014-08-08,,,,,,Gronical Dizziness,El Dorado,2,2,2,3,2,
2014 WUCC,M-M,2014-08-08,,,,,,El Dorado,Gronical Dizziness,2,2,3,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Chevron Action Flash,Tchac,1,1,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Tchac,Chevron Action Flash,2,2,2,1,3,
2014 WUCC,M-W,2014-08-08,,,,,,Vintage,GOLDEN GIRLS,2,1,2,1,1,
2014 WUCC,M-W,2014-08-08,,,,,,GOLDEN GIRLS,Vintage,1,2,3,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,East Midlands Open Ultimate,Ragnarok,2,1,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Ragnarok,East Midlands Open Ultimate,2,2,2,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,Nice Bristols,YAKA,2,2,2,2,1,
2014 WUCC,A-W,2014-08-08,,,,,,YAKA,Nice Bristols,1,2,1,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Surly,Vigi,3,2,3,3,4,
2014 WUCC,M-M,2014-08-08,,,,,,Vigi,Surly,2,2,2,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,Scandal,Showdown,2,2,2,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,Showdown,Scandal,1,1,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Gecko,Bear Cavalry,3,3,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Bear Cavalry,Gecko,1,3,1,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Black Sheep,Stache,2,2,2,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Stache,Black Sheep,2,2,2,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,MM,JUNK,2,3,3,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,JUNK,MM,2,2,1,1,2,
2014 WUCC,M-M,2014-08-08,,,,,,Ultimate Vibration,NSOM,2,2,3,3,2,
2014 WUCC,M-M,2014-08-08,,,,,,NSOM,Ultimate Vibration,2,2,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Clapham Ultimate,Furious George,2,1,2,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Furious George,Clapham Ultimate,2,2,1,2,1,
2014 WUCC,A-M,2014-08-08,,,,,,FWD>>,Iznogood,2,2,1,2,1,
2014 WUCC,A-M,2014-08-08,,,,,,Iznogood,FWD>>,2,2,2,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,UNO,Traffic,2,1,2,2,3,
2014 WUCC,A-W,2014-08-08,,,,,,Traffic,UNO,2,2,3,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,HUCK,REVOLUTION,2,2,3,2,3,
2014 WUCC,A-W,2014-08-08,,,,,,REVOLUTION,HUCK,2,2,2,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Dedushka,Eastern Greys,2,2,3,2,3,
2014 WUCC,M-M,2014-08-08,,,,,,Eastern Greys,Dedushka,2,2,3,4,3,
2014 WUCC,A-X,2014-08-08,,,,,,Shiok,Wild Card,3,3,3,4,4,
2014 WUCC,A-X,2014-08-08,,,,,,Wild Card,Shiok,3,3,3,4,3,
2014 WUCC,A-W,2014-08-08,,,,,,Prague Devils,Catarinas,2,2,2,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,Catarinas,Prague Devils,3,4,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Grandmaster Flash,Disc-o-Fever,2,3,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Disc-o-Fever,Grandmaster Flash,2,2,3,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Union,Cambridge Ultimate,2,2,2,2,3,
2014 WUCC,A-X,2014-08-08,,,,,,Cambridge Ultimate,Union,2,2,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,Tchac,CUS Bologna,2,3,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,CUS Bologna,Tchac,4,3,3,4,3,
2014 WUCC,A-M,2014-08-08,,,,,,Flying Angels Bern (FAB),CamboCakes,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,CamboCakes,Flying Angels Bern (FAB),2,3,3,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Buzz Bullets,Heidees,2,3,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Heidees,Buzz Bullets,2,2,3,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,ZUF,MUD,1,3,2,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,MUD,ZUF,2,3,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Heidees Mixed,Batmania,3,2,3,2,3,
2014 WUCC,A-X,2014-08-08,,,,,,Batmania,Heidees Mixed,3,3,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Comunidad el Oso,Frizzly Bears,3,3,4,4,4,
2014 WUCC,A-M,2014-08-08,,,,,,Frizzly Bears,Comunidad el Oso,2,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Element,Last Stand,2,2,2,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Last Stand,Element,2,3,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Mubidisk,Wildcats,1,3,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Wildcats,Mubidisk,2,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Roadkill,Hanabi,3,3,2,4,3,
2014 WUCC,A-X,2014-08-08,,,,,,Hanabi,Roadkill,2,2,3,3,4,
2014 WUCC,M-M,2014-08-08,,,,,,NSOM,Wolpertinger,2,3,3,3,3,
2014 WUCC,M-M,2014-08-08,,,,,,Wolpertinger,NSOM,2,2,3,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,Atletico,Woodchicas,2,2,2,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,Woodchicas,Atletico,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Melbourne Juggernaut,Phoenix,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Phoenix,Melbourne Juggernaut,2,2,3,3,3,
2014 WUCC,A-W,2014-08-08,,,,,,Cosmic Girls,Sporting Team Box Athletico United,2,2,3,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,Sporting Team Box Athletico United,Cosmic Girls,1,1,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Saxy Divers,Saints,1,0,1,2,1,
2014 WUCC,A-X,2014-08-08,,,,,,Saints,Saxy Divers,2,1,2,2,1,
2014 WUCC,A-X,2014-08-08,,,,,,Royal Goaltimate Society,Catchup Graz,2,2,3,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Catchup Graz,Royal Goaltimate Society,2,2,2,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,BonDisc'Manche (BDM),W.underteam,2,2,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,W.underteam,BonDisc'Manche (BDM),2,3,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,China United Ultimate Party,SLASH,3,2,3,4,3,
2014 WUCC,A-X,2014-08-08,,,,,,SLASH,China United Ultimate Party,2,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Black Eagles,Outsiterz,2,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Outsiterz,Black Eagles,2,1,3,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,E6,LMS Ultimate,2,3,3,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,LMS Ultimate,E6,2,2,3,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,YAKA,LMS Ultimate,2,2,3,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,LMS Ultimate,YAKA,2,2,2,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,Artemis,Sin City,1,1,2,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,Sin City,Artemis,3,1,1,1,2,
2014 WUCC,A-W,2014-08-08,,,,,,CUSB Shout,ZUF,2,2,3,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,ZUF,CUSB Shout,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Relámpagos Ultimate Club,Gigolo,2,3,2,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Gigolo,Relámpagos Ultimate Club,2,1,3,2,3,
2014 WUCC,A-M,2014-08-08,,,,,,Mephisto,Viksjöfors IF Ultimate,2,2,3,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Viksjöfors IF Ultimate,Mephisto,2,2,2,2,3,
2014 WUCC,A-X,2014-08-08,,,,,,Panthers Bern,UFO-nl,2,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,UFO,Panthers Bern,2,2,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,Freespeed,Chevron Action Flash,2,1,2,1,3,
2014 WUCC,A-M,2014-08-08,,,,,,Chevron Action Flash,Freespeed,2,2,3,3,3,
2014 WUCC,A-W,2014-08-08,,,,,,Brilliance,UFO,2,1,3,0,2,
2014 WUCC,A-W,2014-08-08,,,,,,UFO,Brilliance,1,1,2,2,1,
2014 WUCC,A-M,2014-08-08,,,,,,Sublime,Mooncatchers,2,2,3,2,3,
2014 WUCC,A-M,2014-08-08,,,,,,Mooncatchers,Sublime,3,2,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Mojra,BASE,2,2,3,4,2,
2014 WUCC,A-M,2014-08-08,,,,,,BASE,Mojra,2,2,3,3,3,
2014 WUCC,A-W,2014-08-08,,,,,,MUD,Copenhagen Hucks,2,2,3,2,3,
2014 WUCC,A-W,2014-08-08,,,,,,Copenhagen Hucks,MUD,2,2,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,Melbourne Juggernaut,East Midlands Open Ultimate,2,2,3,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,East Midlands Open Ultimate,Melbourne Juggernaut,2,2,2,2,3,
2014 WUCC,A-X,2014-08-08,,,,,,Corocotta,IKU!,2,3,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,IKU!,Corocotta,2,3,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,Johnny Bravo,Colony,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Colony,Johnny Bravo,1,2,3,2,2,
2014 WUCC,A-W,2014-08-08,,,,,,E6,Nice Bristols,2,2,3,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,Nice Bristols,E6,2,0,2,2,1,
2014 WUCC,M-W,2014-08-08,,,,,,GOLDEN GIRLS,SANZ,2,2,3,3,2,
2014 WUCC,M-W,2014-08-08,,,,,,SANZ,GOLDEN GIRLS,2,2,1,1,2,
2014 WUCC,A-X,2014-08-08,,,,,,Ghost Ultimate,Junk,1,2,2,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,Junk,Ghost Ultimate,2,2,2,3,3,
2014 WUCC,M-M,2014-08-08,,,,,,FIGJAM,Boneyard,3,3,3,3,3,
2014 WUCC,M-M,2014-08-08,,,,,,Boneyard,FIGJAM,3,3,3,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,7 Bees Ultimate Team,Friselis,2,1,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Friselis,7 Bees Ultimate Team,2,2,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,BIVNI,Fire of Anatolia,2,2,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Fire of Anatolia,BIVNI,2,2,3,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Winnipeg Flood,MTX,2,2,1,1,2,
2014 WUCC,M-M,2014-08-08,,,,,,MTX,Winnipeg Flood,2,1,2,2,1,
2014 WUCC,A-M,2014-08-08,,,,,,Bad Skid,Euforia,1,2,3,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Euforia,Bad Skid,2,2,1,0,2,
2014 WUCC,A-M,2014-08-08,,,,,,Phoenix,Ragnarok,3,3,3,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Ragnarok,Phoenix,2,1,3,3,3,
2014 WUCC,M-M,2014-08-08,,,,,,Ultimate Bergamo - Mucche,Yanomami,2,1,2,3,1,
2014 WUCC,M-M,2014-08-08,,,,,,Yanomami,Ultimate Bergamo - Mucche,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Croccali,Salaspils FK,0,2,2,1,1,
2014 WUCC,A-X,2014-08-08,,,,,,Salaspils FK,Croccali,2,1,2,2,1,
2014 WUCC,M-M,2014-08-08,,,,,,Johnny Encore,Phat Chilly,3,2,3,2,3,
2014 WUCC,M-M,2014-08-08,,,,,,Phat Chilly,Johnny Encore,2,2,2,2,3,
2014 WUCC,A-X,2014-08-08,,,,,,Sexy Legs,Freezzz Beezzz,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Freezzz Beezzz,Sexy Legs,2,2,2,3,1,
2014 WUCC,A-X,2014-08-08,,,,,,The Ghosts,Team Fisher Price,2,2,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Team Fisher Price,The Ghosts,2,2,1,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,FUJ,Hippo,2,2,2,2,2,
2014 WUCC,A-X,2014-08-08,,,,,,Hippo,FUJ,3,3,3,3,4,
2014 WUCC,A-W,2014-08-08,,,,,,LayD's,Rogue,2,2,3,3,2,
2014 WUCC,A-W,2014-08-08,,,,,,Rogue,LayD's,2,2,2,2,2,
2014 WUCC,A-M,2014-08-08,,,,,,Ranelagh,Mor ho!,2,3,3,4,2,
2014 WUCC,A-M,2014-08-08,,,,,,Mor ho!,Ranelagh,2,3,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Freezzz Beezzz,Salaspils FK,3,1,2,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Salaspils FK,Freezzz Beezzz,2,2,3,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Blue Arse Flies,Ultimate Vibration,2,2,2,2,2,
2014 WUCC,M-M,2014-08-08,,,,,,Ultimate Vibration,Blue Arse Flies,2,2,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,Mubidisk,Iznogood,1,2,2,2,1,
2014 WUCC,A-M,2014-08-08,,,,,,Iznogood,Mubidisk,2,2,3,3,2,
2014 WUCC,A-X,2014-08-08,,,,,,DISCOUNTRY,Macondo,3,2,3,3,3,
2014 WUCC,A-X,2014-08-08,,,,,,Macondo,DISCOUNTRY,2,3,3,3,2,
2014 WUCC,A-M,2014-08-08,,,,,,KFUM Örebro,Lézer Pávák,3,1,2,3,3,
2014 WUCC,A-M,2014-08-08,,,,,,Lézer Pávák,KFUM Örebro,2,2,2,3,1,
2014 WUCC,A-X,2014-08-08,,,,,,IKU!,DISCOUNTRY,1,1,1,2,0,
2014 WUCC,A-X,2014-08-08,,,,,,DISCOUNTRY,IKU!,2,2,2,2,2,
2014 WUCC,A-X,2014-08-09,,,,,,Polar Bears,DISCOUNTRY,2,2,1,3,2,
2014 WUCC,A-X,2014-08-09,,,,,,Drag'n Thrust,Polar Bears,2,2,2,2,2,
2014 WUCC,A-W,2014-08-09,,,,,,Riot,Fury,2,3,2,2,2,
2014 WUCC,A-W,2014-08-09,,,,,,Fury,QUB,3,2,3,3,3,
2014 WUCC,A-M,2014-08-09,,,,,,Revolver,Sockeye,3,2,3,3,2,
2014 WUCC,A-M,2014-08-09,,,,,,Sockeye,Revolver,3,2,3,2,3,
