Event,Year,Team,Country,City,Sport,Age,Gender,Division,Seeding,Result,Games,Wins,Goals Scored,Goals Received,Offence Time,Offence Goals,Defence Time,Defence Goals,TOs,Spirit TOs,R: Rules,R: Fouls,R: Fair,R: Pos,R: Comm,R: Total,G: Rules,G: Fouls,G: Fair,G: Pos,G: Comm,G: Total
2015-AOUC,2015,India,IND,,Ultimate,All,Open/Men,U-A-M,,,,,,,,,,,,,2.14,2.29,2.57,3.00,2.43,12.43,,,,,,
2015-AOUC,2015,Japan,JPN,,Ultimate,All,Open/Men,U-A-M,,,,,,,,,,,,,2.13,2.13,2.75,2.50,2.25,11.76,,,,,,
2015-AOUC,2015,Singapore,SGP,,Ultimate,All,Open/Men,U-A-M,,,,,,,,,,,,,2.14,2.29,2.43,2.14,2.43,11.43,,,,,,
2015-AOUC,2015,Australia,AUS,,Ultimate,All,Open/Men,U-A-M,,,,,,,,,,,,,2.00,2.13,2.13,2.38,2.50,11.14,,,,,,
2015-AOUC,2015,Hong Kong,HKG,,Ultimate,All,Open/Men,U-A-M,,,,,,,,,,,,,1.88,2.00,2.38,2.25,2.13,10.64,,,,,,
2015-AOUC,2015,Philippines,PHI,,Ultimate,All,Open/Men,U-A-M,,,,,,,,,,,,,1.75,2.00,2.13,2.25,2.25,10.38,,,,,,
2015-AOUC,2015,Chinese Taipei,TPE,,Ultimate,All,Open/Men,U-A-M,,,,,,,,,,,,,1.75,1.88,2.38,2.13,2.00,10.14,,,,,,
2015-AOUC,2015,Australia,AUS,,Ultimate,All,Women,U-A-W,,,,,,,,,,,,,2.67,2.50,2.83,2.83,3.17,14.00,,,,,,
2015-AOUC,2015,Hong Kong,HKG,,Ultimate,All,Women,U-A-W,,,,,,,,,,,,,1.80,2.00,2.20,2.40,2.00,10.40,,,,,,
2015-AOUC,2015,Philippines,PHI,,Ultimate,All,Women,U-A-W,,,,,,,,,,,,,1.67,2.00,2.00,2.33,2.33,10.33,,,,,,
2015-AOUC,2015,Singapore,SGP,,Ultimate,All,Women,U-A-W,,,,,,,,,,,,,1.67,1.33,1.67,2.17,2.50,9.34,,,,,,
2015-AOUC,2015,Chinese Taipei,TPE,,Ultimate,All,Women,U-A-W,,,,,,,,,,,,,1.60,1.60,1.40,2.00,2.20,8.80,,,,,,
2015-AOUC,2015,New Zealand,NZL,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,2.50,2.67,2.83,3.67,2.83,14.50,,,,,,
2015-AOUC,2015,Japan,JPN,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,2.83,2.33,2.67,3.33,2.33,13.49,,,,,,
2015-AOUC,2015,United Arab Emirates,UAE,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,2.33,2.50,2.33,2.83,2.83,12.82,,,,,,
2015-AOUC,2015,Hong Kong,HKG,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,2.17,2.17,2.33,2.83,2.33,11.83,,,,,,
2015-AOUC,2015,Australia,AUS,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,2.33,1.83,2.33,2.33,2.33,11.15,,,,,,
2015-AOUC,2015,China,CHN,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,2.17,1.83,2.00,2.67,2.33,11.00,,,,,,
2015-AOUC,2015,South Korea,KOR,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,2.33,1.67,2.33,2.00,2.50,10.83,,,,,,
2015-AOUC,2015,Singapore,SGP,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,1.71,2.00,2.14,2.14,2.14,10.13,,,,,,
2015-AOUC,2015,Philippines,PHI,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,1.71,1.43,2.14,2.43,1.57,9.28,,,,,,
2015-AOUC,2015,Chinese Taipei,TPE,,Ultimate,All,Mixed,U-A-X,,,,,,,,,,,,,1.33,1.83,1.33,2.17,2.17,8.83,,,,,,
2016-WJUC,2016,Australia,AUS,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.25,2.25,2.50,3.00,2.50,12.50,,,,,,
2016-WJUC,2016,Austria,AUT,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.11,1.67,2.33,2.11,2.22,10.44,,,,,,
2016-WJUC,2016,Belgium,BEL,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.00,2.11,2.33,2.22,2.22,10.88,,,,,,
2016-WJUC,2016,Canada,CAN,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.63,1.75,1.88,2.25,2.13,9.64,,,,,,
2016-WJUC,2016,Colombia,COL,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.56,2.00,1.89,2.33,1.78,9.56,,,,,,
2016-WJUC,2016,Czech Republic,CZE,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.89,2.22,2.56,2.11,2.33,11.11,,,,,,
2016-WJUC,2016,Denmark,DEN,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.00,2.00,2.11,2.11,2.22,10.44,,,,,,
2016-WJUC,2016,Spain,ESP,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.78,2.11,2.44,2.56,1.89,10.78,,,,,,
2016-WJUC,2016,Finland,FIN,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.88,2.00,2.13,2.75,2.25,11.01,,,,,,
2016-WJUC,2016,France,FRA,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.67,2.11,2.22,2.33,2.11,10.44,,,,,,
2016-WJUC,2016,Great Britain,GBR,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.00,1.89,2.00,2.11,1.89,9.89,,,,,,
2016-WJUC,2016,Germany,GER,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.00,2.00,2.25,2.38,2.13,10.76,,,,,,
2016-WJUC,2016,Hungary,HUN,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.56,1.56,1.78,1.89,2.00,8.79,,,,,,
2016-WJUC,2016,India,IND,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.75,1.75,2.25,2.75,2.00,10.50,,,,,,
2016-WJUC,2016,Ireland,IRL,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.00,2.00,2.11,2.67,2.44,11.22,,,,,,
2016-WJUC,2016,Israel,ISR,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.88,1.75,2.25,2.38,2.75,11.01,,,,,,
2016-WJUC,2016,Italy,ITA,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.67,1.44,2.11,1.89,2.11,9.22,,,,,,
2016-WJUC,2016,Japan,JPN,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.00,1.89,2.22,2.44,1.67,10.22,,,,,,
2016-WJUC,2016,Mexico,MEX,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.56,2.11,1.67,2.44,1.67,9.45,,,,,,
2016-WJUC,2016,Netherlands,NED,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.89,2.11,2.44,2.56,2.44,11.44,,,,,,
2016-WJUC,2016,New Zealand,NZL,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.00,2.11,2.44,2.67,2.22,11.44,,,,,,
2016-WJUC,2016,Poland,POL,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.78,2.11,2.11,2.22,2.00,10.22,,,,,,
2016-WJUC,2016,Russia,RUS,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.75,1.63,2.25,2.00,2.13,9.76,,,,,,
2016-WJUC,2016,Slovenia,SLO,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.88,2.13,2.63,3.13,2.63,12.40,,,,,,
2016-WJUC,2016,Switzerland,SUI,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,2.00,1.75,2.38,1.50,2.00,9.63,,,,,,
2016-WJUC,2016,Slovakia,SVK,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.75,1.50,2.63,2.38,2.38,10.64,,,,,,
2016-WJUC,2016,Sweden,SWE,,Ultimate,U20/U19,Open/Men,U-U20-M,,,,,,,,,,,,,1.78,2.00,1.67,1.78,2.11,9.34,,,,,,
