Event,Division,Day,Time,Field #,Field,Stage,Game Type,Team,Opponent,Rules,Fouls,Fair,Positive,Com,Our
2013 EYUC,U20-W,2013-08-09,11:30,9,,,5-8,Ireland,Finland,2,1,0,1,,1
2013 EYUC,U17-M,2013-08-09,13:30,9,,,7th,Ireland,Belgium,2,3,3,3,,2
2013 EYUC,U17-M,2013-08-09,13:30,9,,,7th,Belgium,Ireland,1,2,2,4,,3
2013 EYUC,U20-W,2013-08-09,15:30,9,,,9th,Russia,Latvia,1,1,1,2,,0
2013 EYUC,U20-W,2013-08-09,15:30,9,,,9th,Latvia,Russia,1,1,2,3,,1
2013 EYUC,U17-W,2013-08-09,18:30,1,,,Final,Germany,Austria,2,1,2,3,,2
2013 EYUC,U17-W,2013-08-09,18:30,1,,,Final,Austria,Germany,2,1,2,2,,2
2013 EYUC,U17-M,2013-08-10,09:30,2,,,,France,Austria,2,1,2,1,,2
2013 EYUC,U17-M,2013-08-10,09:30,2,,,,Austria,France,1,2,2,1,,1
2013 EYUC,U20-M,2013-08-10,09:30,3,,,,Ireland,Italy,2,3,1,3,,3
2013 EYUC,U20-M,2013-08-10,09:30,3,,,,Italy,Ireland,1,2,1,2,,1
2013 EYUC,U20-M,2013-08-10,09:30,4,,,,Latvia,The Netherlands,1,2,3,3,,3
2013 EYUC,U20-M,2013-08-10,09:30,4,,,,The Netherlands,Latvia,2,1,0,1,,1
2013 EYUC,U20-M,2013-08-10,09:30,5,,,,Israel,Switzerland,1,2,2,1,,2
2013 EYUC,U20-M,2013-08-10,09:30,5,,,,Switzerland,Israel,1,2,1,1,,2
2013 EYUC,U20-M,2013-08-10,09:30,6,,,,Sweden,Great Britain,2,1,2,2,,1
2013 EYUC,U20-M,2013-08-10,09:30,6,,,,Great Britain,Sweden,3,2,3,3,,2
2013 EYUC,U20-M,2013-08-10,09:30,7,,,,Russia,Belgium,3,3,3,3,,2
2013 EYUC,U20-M,2013-08-10,09:30,7,,,,Belgium,Russia,1,1,3,3,,1
2013 EYUC,U20-M,2013-08-10,09:30,8,,,,Finland,Slovakia,2,2,2,2,,2
2013 EYUC,U20-M,2013-08-10,09:30,8,,,,Slovakia,Finland,2,2,3,2,,2
2013 EYUC,U20-M,2013-08-10,09:30,9,,,,Austria,Czech Republic,2,2,3,2,,2
2013 EYUC,U20-M,2013-08-10,09:30,9,,,,Czech Republic,Austria,2,2,2,2,,2
2013 EYUC,U17-M,2013-08-10,11:30,1,,,Final,Great Britain,Germany,2,1,1,1,,1
2013 EYUC,U17-M,2013-08-10,11:30,1,,,Final,Germany,Great Britain,2,1,2,1,,1
2013 EYUC,U20-W,2013-08-10,13:30,1,,,Final,Germany,Italy,1,2,2,3,,2
2013 EYUC,U20-W,2013-08-10,13:30,1,,,Final,Italy,Germany,2,1,2,3,,2
2013 EYUC,U20-M,2013-08-10,15:30,1,,,Final,Germany,France,2,1,2,2,,2
2013 EYUC,U20-M,2013-08-10,15:30,1,,,Final,France,Germany,2,2,3,3,,2
