Event,Division,Day,Time,Field #,Field,Stage,Game Type,Team,Opponent,Rules,Fouls,Fair,Positive,Com,Our
2013 ECBU,M-M,2013-06-29,15:00,,,,,Finland,Great Britain,3,3,3,3,3,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Great Britain,Finland,2,2,3,3,2,
2013 ECBU,M-M,2013-06-29,15:00,,,,,United European Islands,Italy,3,2,2,2,2,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Italy,United European Islands,2,2,2,2,2,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Netherlands,France,3,2,3,3,2,
2013 ECBU,M-M,2013-06-29,15:00,,,,,France,Netherlands,2,2,2,3,2,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Switzerland,Belgium,2,2,2,2,2,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Belgium,Switzerland,2,2,3,3,2,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Germany,Spain,1,2,3,4,3,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Spain,Germany,2,2,2,3,2,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Russia,Austria,3,1,2,2,1,
2013 ECBU,M-M,2013-06-29,15:00,,,,,Austria,Russia,1,2,1,1,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Great Britain,Austria,2,2,2,2,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Austria,Great Britain,2,2,3,3,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Germany,France,2,1,3,3,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,France,Germany,2,2,2,3,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Finland,Russia,3,3,3,3,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Russia,Finland,3,2,2,3,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Netherlands,Spain,2,3,3,3,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Spain,Netherlands,2,1,2,2,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Italy,Belgium,2,2,2,2,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Belgium,Italy,2,1,2,2,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,United European Islands,Switzerland,2,2,2,2,2,
2013 ECBU,M-M,2013-06-29,12:00,,,,,Switzerland,United European Islands,2,2,1,2,3,
2013 ECBU,M-M,2013-06-28,19:00,,,,,Great Britain,Spain,1,1,3,2,2,
2013 ECBU,M-M,2013-06-28,19:00,,,,,Spain,Great Britain,3,2,2,2,2,
2013 ECBU,M-M,2013-06-28,18:00,,,,,Switzerland,Belgium,1,2,2,3,2,
2013 ECBU,M-M,2013-06-28,18:00,,,,,Belgium,Switzerland,1,2,2,3,1,
2013 ECBU,M-M,2013-06-28,18:00,,,,,United European Islands,Italy,2,1,3,3,2,
2013 ECBU,M-M,2013-06-28,18:00,,,,,Italy,United European Islands,2,2,3,2,2,
2013 ECBU,M-M,2013-06-28,18:00,,,,,Finland,Netherlands,3,3,3,2,2,
2013 ECBU,M-M,2013-06-28,18:00,,,,,Netherlands,Finland,2,0,2,2,1,
2013 ECBU,M-M,2013-06-28,18:00,,,,,France,Austria,2,2,2,3,2,
2013 ECBU,M-M,2013-06-28,18:00,,,,,Austria,France,2,2,3,3,2,
2013 ECBU,M-M,2013-06-28,18:00,,,,,Germany,Russia,1,2,1,2,2,
2013 ECBU,M-M,2013-06-28,18:00,,,,,Russia,Germany,2,1,2,2,2,
2013 ECBU,M-M,2013-06-28,14:00,,,,,Switzerland,Russia,2,2,2,2,2,
2013 ECBU,M-M,2013-06-28,14:00,,,,,Russia,Switzerland,3,2,3,3,2,
2013 ECBU,M-M,2013-06-28,14:00,,,,,Germany,Great Britain,2,2,2,3,2,
2013 ECBU,M-M,2013-06-28,14:00,,,,,Great Britain,Germany,2,2,2,3,2,
2013 ECBU,M-M,2013-06-28,14:00,,,,,Belgium,Spain,2,2,3,2,2,
2013 ECBU,M-M,2013-06-28,14:00,,,,,Spain,Belgium,2,2,3,3,2,
2013 ECBU,M-M,2013-06-28,13:00,,,,,Finland,Austria,2,2,2,2,2,
2013 ECBU,M-M,2013-06-28,13:00,,,,,Austria,Finland,2,1,2,2,2,
2013 ECBU,M-M,2013-06-28,13:00,,,,,United European Islands,France,2,4,2,3,3,
2013 ECBU,M-M,2013-06-28,13:00,,,,,France,United European Islands,2,3,2,3,2,
2013 ECBU,M-M,2013-06-28,13:00,,,,,Italy,Netherlands,2,2,3,3,2,
2013 ECBU,M-M,2013-06-28,13:00,,,,,Netherlands,Italy,2,3,2,3,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Italy,Austria,2,3,2,2,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Austria,Italy,2,2,2,2,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Finland,France,3,3,3,3,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,France,Finland,2,1,2,1,1,
2013 ECBU,M-M,2013-06-28,10:00,,,,,United European Islands,Netherlands,2,2,3,3,3,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Netherlands,United European Islands,2,3,3,3,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Great Britain,Switzerland,2,2,2,2,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Switzerland,Great Britain,2,2,2,2,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Germany,Spain,2,2,3,2,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Spain,Germany,2,2,3,2,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Belgium,Russia,1,2,2,3,2,
2013 ECBU,M-M,2013-06-28,10:00,,,,,Russia,Belgium,3,3,3,3,2,
2013 ECBU,M-M,2013-06-27,17:00,,,,,Great Britain,Russia,2,2,4,3,2,
2013 ECBU,M-M,2013-06-27,17:00,,,,,Russia,Great Britain,3,4,4,4,3,
2013 ECBU,M-M,2013-06-27,17:00,,,,,Switzerland,Spain,2,2,2,2,2,
2013 ECBU,M-M,2013-06-27,17:00,,,,,Spain,Switzerland,2,2,3,3,2,
2013 ECBU,M-M,2013-06-27,17:00,,,,,Germany,Belgium,2,2,3,2,2,
2013 ECBU,M-M,2013-06-27,17:00,,,,,Belgium,Germany,2,2,2,3,2,
2013 ECBU,M-M,2013-06-27,16:00,,,,,Italy,France,2,2,3,2,2,
2013 ECBU,M-M,2013-06-27,16:00,,,,,France,Italy,2,2,2,2,2,
2013 ECBU,M-M,2013-06-27,16:00,,,,,Netherlands,Austria,2,1,2,1,1,
2013 ECBU,M-M,2013-06-27,16:00,,,,,Austria,Netherlands,2,1,1,1,1,
2013 ECBU,M-M,2013-06-27,16:00,,,,,United European Islands,Finland,2,3,3,3,2,
2013 ECBU,M-M,2013-06-27,16:00,,,,,Finland,United European Islands,2,3,3,3,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Finland,Italy,3,3,3,3,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Italy,Finland,2,1,2,2,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,United European Islands,Austria,3,2,3,3,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Austria,United European Islands,2,2,2,2,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Russia,Spain,3,4,3,4,3,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Spain,Russia,2,2,2,2,1,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Great Britain,Belgium,2,2,2,2,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Belgium,Great Britain,2,2,2,2,1,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Germany,Switzerland,2,2,3,3,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Switzerland,Germany,2,2,2,2,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,Netherlands,France,3,1,3,4,2,
2013 ECBU,M-M,2013-06-27,13:00,,,,,France,Netherlands,2,2,3,3,2,
2013 ECBU,M-W,2013-06-29,17:00,,,,,Germany,Great Britain,2,2,3,2,2,
2013 ECBU,M-W,2013-06-29,17:00,,,,,Great Britain,Germany,3,3,3,3,2,
2013 ECBU,M-W,2013-06-29,15:00,,,,,United European Islands,France,2,2,2,2,2,
2013 ECBU,M-W,2013-06-29,15:00,,,,,France,United European Islands,2,2,2,2,2,
2013 ECBU,M-W,2013-06-29,11:00,,,,,United European Islands,France,2,2,2,2,1,
2013 ECBU,M-W,2013-06-29,11:00,,,,,France,United European Islands,2,2,2,2,1,
2013 ECBU,M-W,2013-06-29,11:00,,,,,Germany,Great Britain,2,2,3,3,2,
2013 ECBU,M-W,2013-06-29,11:00,,,,,Great Britain,Germany,3,3,3,3,2,
2013 ECBU,M-W,2013-06-28,16:00,,,,,Germany,United European Islands,2,2,1,2,2,
2013 ECBU,M-W,2013-06-28,16:00,,,,,United European Islands,Germany,2,2,3,2,2,
2013 ECBU,M-W,2013-06-28,16:00,,,,,Great Britain,France,2,3,1,3,1,
2013 ECBU,M-W,2013-06-28,16:00,,,,,France,Great Britain,2,2,1,2,2,
2013 ECBU,M-W,2013-06-28,12:00,,,,,Germany,France,1,1,3,2,3,
2013 ECBU,M-W,2013-06-28,12:00,,,,,France,Germany,3,2,3,2,2,
2013 ECBU,M-W,2013-06-28,10:00,,,,,United European Islands,France,2,2,2,1,2,
2013 ECBU,M-W,2013-06-28,10:00,,,,,France,United European Islands,2,3,2,2,1,
2013 ECBU,M-W,2013-06-28,10:00,,,,,Germany,Great Britain,2,2,2,2,2,
2013 ECBU,M-W,2013-06-28,10:00,,,,,Great Britain,Germany,3,4,3,2,1,
2013 ECBU,M-W,2013-06-27,14:00,,,,,Germany,United European Islands,2,2,2,1,2,
2013 ECBU,M-W,2013-06-27,14:00,,,,,United European Islands,Germany,2,2,3,2,2,
2013 ECBU,M-W,2013-06-27,14:00,,,,,Great Britain,France,2,1,3,3,1,
2013 ECBU,M-W,2013-06-27,14:00,,,,,France,Great Britain,2,2,2,2,1,
2013 ECBU,M-W,2013-06-27,11:00,,,,,Germany,France,2,1,2,2,2,
2013 ECBU,M-W,2013-06-27,11:00,,,,,France,Germany,2,2,3,2,2,
2013 ECBU,M-W,2013-06-27,11:00,,,,,United European Islands,Great Britain,2,2,2,2,2,
2013 ECBU,M-W,2013-06-27,11:00,,,,,Great Britain,United European Islands,3,3,3,4,2,
2013 ECBU,M-X,2013-06-29,19:00,,,,,Germany,Great Britain,2,2,3,3,2,
2013 ECBU,M-X,2013-06-29,19:00,,,,,Great Britain,Germany,3,3,3,3,2,
2013 ECBU,M-X,2013-06-29,16:00,,,,,Austria,France,1,2,2,1,1,
2013 ECBU,M-X,2013-06-29,16:00,,,,,France,Austria,1,1,2,1,1,
2013 ECBU,M-X,2013-06-29,12:00,,,,,Belgium,Spain,2,2,3,2,2,
2013 ECBU,M-X,2013-06-29,12:00,,,,,Spain,Belgium,2,2,2,1,2,
2013 ECBU,M-X,2013-06-29,09:00,,,,,Great Britain,France,2,2,3,3,3,
2013 ECBU,M-X,2013-06-29,09:00,,,,,France,Great Britain,2,2,3,3,2,
2013 ECBU,M-X,2013-06-29,09:00,,,,,Germany,Austria,2,2,2,2,2,
2013 ECBU,M-X,2013-06-29,09:00,,,,,Austria,Germany,3,3,3,3,2,
2013 ECBU,M-X,2013-06-28,16:00,,,,,France,Spain,2,2,3,3,2,
2013 ECBU,M-X,2013-06-28,16:00,,,,,Spain,France,1,2,2,2,1,
2013 ECBU,M-X,2013-06-28,16:00,,,,,Belgium,Austria,2,3,3,2,2,
2013 ECBU,M-X,2013-06-28,16:00,,,,,Austria,Belgium,2,2,2,1,2,
2013 ECBU,M-X,2013-06-28,16:00,,,,,Germany,Great Britain,2,2,3,3,2,
2013 ECBU,M-X,2013-06-28,16:00,,,,,Great Britain,Germany,3,2,3,3,2,
2013 ECBU,M-X,2013-06-28,12:00,,,,,Belgium,Spain,2,2,2,2,2,
2013 ECBU,M-X,2013-06-28,12:00,,,,,Spain,Belgium,2,3,2,3,2,
2013 ECBU,M-X,2013-06-28,12:00,,,,,Great Britain,Austria,2,2,2,2,2,
2013 ECBU,M-X,2013-06-28,12:00,,,,,Austria,Great Britain,2,2,3,3,2,
2013 ECBU,M-X,2013-06-28,12:00,,,,,Germany,France,2,2,2,2,2,
2013 ECBU,M-X,2013-06-28,12:00,,,,,France,Germany,2,2,3,2,2,
2013 ECBU,M-X,2013-06-27,19:00,,,,,Germany,Austria,2,2,2,2,2,
2013 ECBU,M-X,2013-06-27,19:00,,,,,Austria,Germany,2,3,2,3,2,
2013 ECBU,M-X,2013-06-27,18:00,,,,,Great Britain,Spain,2,3,2,3,2,
2013 ECBU,M-X,2013-06-27,18:00,,,,,Spain,Great Britain,2,2,3,2,2,
2013 ECBU,M-X,2013-06-27,18:00,,,,,Belgium,France,2,2,2,3,2,
2013 ECBU,M-X,2013-06-27,18:00,,,,,France,Belgium,2,2,3,2,2,
2013 ECBU,M-X,2013-06-27,15:00,,,,,Great Britain,Belgium,2,2,3,2,1,
2013 ECBU,M-X,2013-06-27,15:00,,,,,Belgium,Great Britain,2,3,3,3,3,
2013 ECBU,M-X,2013-06-27,15:00,,,,,Germany,Spain,2,2,2,2,2,
2013 ECBU,M-X,2013-06-27,15:00,,,,,Spain,Germany,2,2,2,2,2,
2013 ECBU,M-X,2013-06-27,15:00,,,,,Austria,France,1,2,2,2,2,
2013 ECBU,M-X,2013-06-27,15:00,,,,,France,Austria,1,2,1,2,1,
2013 ECBU,M-X,2013-06-27,12:00,,,,,Austria,Spain,2,2,3,3,2,
2013 ECBU,M-X,2013-06-27,12:00,,,,,Spain,Austria,2,2,3,3,2,
2013 ECBU,M-X,2013-06-27,12:00,,,,,Germany,Belgium,2,2,3,3,2,
2013 ECBU,M-X,2013-06-27,12:00,,,,,Belgium,Germany,2,2,3,2,2,
2013 ECBU,M-X,2013-06-27,12:00,,,,,Great Britain,France,2,2,2,3,2,
2013 ECBU,M-X,2013-06-27,12:00,,,,,France,Great Britain,2,3,3,3,2,
2013 ECBU,GM-M,2013-06-29,18:00,,,,,France,Austria,2,2,2,2,1,
2013 ECBU,GM-M,2013-06-29,18:00,,,,,Austria,France,2,1,2,2,3,
2013 ECBU,GM-M,2013-06-29,16:00,,,,,Germany,Great Britain,2,2,2,3,2,
2013 ECBU,GM-M,2013-06-29,16:00,,,,,Great Britain,Germany,3,3,4,3,3,
2013 ECBU,GM-M,2013-06-29,10:00,,,,,Germany,France,2,2,2,3,2,
2013 ECBU,GM-M,2013-06-29,10:00,,,,,France,Germany,2,3,3,3,2,
2013 ECBU,GM-M,2013-06-29,10:00,,,,,Great Britain,Austria,3,3,3,2,2,
2013 ECBU,GM-M,2013-06-29,10:00,,,,,Austria,Great Britain,2,3,3,3,2,
2013 ECBU,GM-M,2013-06-28,17:00,,,,,Great Britain,France,3,3,4,3,3,
2013 ECBU,GM-M,2013-06-28,17:00,,,,,France,Great Britain,3,3,3,3,2,
2013 ECBU,GM-M,2013-06-28,17:00,,,,,Germany,Austria,2,2,2,1,2,
2013 ECBU,GM-M,2013-06-28,17:00,,,,,Austria,Germany,2,3,3,2,2,
2013 ECBU,GM-M,2013-06-28,15:00,,,,,France,Austria,2,2,2,2,2,
2013 ECBU,GM-M,2013-06-28,15:00,,,,,Austria,France,2,2,2,2,2,
2013 ECBU,GM-M,2013-06-28,15:00,,,,,Germany,Great Britain,2,1,2,3,2,
2013 ECBU,GM-M,2013-06-28,15:00,,,,,Great Britain,Germany,3,3,3,3,3,
2013 ECBU,GM-M,2013-06-28,10:00,,,,,Germany,France,1,2,2,2,2,
2013 ECBU,GM-M,2013-06-28,10:00,,,,,France,Germany,2,3,3,3,2,
2013 ECBU,GM-M,2013-06-28,10:00,,,,,Great Britain,Austria,2,2,1,3,2,
2013 ECBU,GM-M,2013-06-28,10:00,,,,,Austria,Great Britain,2,2,3,3,3,
2013 ECBU,GM-M,2013-06-27,19:00,,,,,Great Britain,France,2,3,3,3,2,
2013 ECBU,GM-M,2013-06-27,19:00,,,,,France,Great Britain,2,3,3,3,2,
2013 ECBU,GM-M,2013-06-27,16:00,,,,,Germany,Austria,1,2,1,2,2,
2013 ECBU,GM-M,2013-06-27,16:00,,,,,Austria,Germany,2,2,3,2,2,
2013 ECBU,GM-M,2013-06-27,13:00,,,,,Germany,Great Britain,2,1,2,2,2,
2013 ECBU,GM-M,2013-06-27,13:00,,,,,Great Britain,Germany,3,2,4,4,3,
2013 ECBU,GM-M,2013-06-27,13:00,,,,,France,Austria,1,1,2,2,1,
2013 ECBU,GM-M,2013-06-27,13:00,,,,,Austria,France,1,2,2,2,2,
